,Ereignis_ID,Fahrt_koordinaten_text,Gebiet,gebiet_Nr,coordinat,long,lat,punkt_geo,coorindaten_order
0,000010b0-8ec1-11ed-9789-7d5de4b4dd66,"12.3243,51.3745;12.324,51.3757;12.3232,51.3768;12.3237,51.3792;12.3255,51.3788;12.3306,51.3773;12.3357,51.3756;12.3404,51.374;12.344,51.3749;12.344,51.3749;12.3466,51.3752;12.3521,51.3751;12.3576,51.3749;12.3607,51.3756;12.365,51.3762;12.371,51.3761;12.3768,51.3759;12.38,51.3758;12.3857,51.3761;12.3904,51.3762;12.3905,51.3762;12.3906,51.3779;12.3881,51.3829;12.3909,51.3883;12.3922,51.3934;12.3899,51.3983;12.392,51.4;12.3928,51.4001;12.3977,51.3993;12.401,51.4;12.401,51.3997;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998",Nord,4,"12.3243,51.3745",12.3243,51.3745,0xE6100000010C0E2DB29DEFAF4940832F4CA60AA62840,1
1,000010b0-8ec1-11ed-9789-7d5de4b4dd66,"12.3243,51.3745;12.324,51.3757;12.3232,51.3768;12.3237,51.3792;12.3255,51.3788;12.3306,51.3773;12.3357,51.3756;12.3404,51.374;12.344,51.3749;12.344,51.3749;12.3466,51.3752;12.3521,51.3751;12.3576,51.3749;12.3607,51.3756;12.365,51.3762;12.371,51.3761;12.3768,51.3759;12.38,51.3758;12.3857,51.3761;12.3904,51.3762;12.3905,51.3762;12.3906,51.3779;12.3881,51.3829;12.3909,51.3883;12.3922,51.3934;12.3899,51.3983;12.392,51.4;12.3928,51.4001;12.3977,51.3993;12.401,51.4;12.401,51.3997;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998",Nord,4,"12.324,51.3757",12.324,51.3757,0xE6100000010CB98D06F016B04940D9CEF753E3A52840,2
2,000010b0-8ec1-11ed-9789-7d5de4b4dd66,"12.3243,51.3745;12.324,51.3757;12.3232,51.3768;12.3237,51.3792;12.3255,51.3788;12.3306,51.3773;12.3357,51.3756;12.3404,51.374;12.344,51.3749;12.344,51.3749;12.3466,51.3752;12.3521,51.3751;12.3576,51.3749;12.3607,51.3756;12.365,51.3762;12.371,51.3761;12.3768,51.3759;12.38,51.3758;12.3857,51.3761;12.3904,51.3762;12.3905,51.3762;12.3906,51.3779;12.3881,51.3829;12.3909,51.3883;12.3922,51.3934;12.3899,51.3983;12.392,51.4;12.3928,51.4001;12.3977,51.3993;12.401,51.4;12.401,51.3997;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998",Nord,4,"12.3232,51.3768",12.3232,51.3768,0xE6100000010C00917EFB3AB0494068226C787AA52840,3
3,000010b0-8ec1-11ed-9789-7d5de4b4dd66,"12.3243,51.3745;12.324,51.3757;12.3232,51.3768;12.3237,51.3792;12.3255,51.3788;12.3306,51.3773;12.3357,51.3756;12.3404,51.374;12.344,51.3749;12.344,51.3749;12.3466,51.3752;12.3521,51.3751;12.3576,51.3749;12.3607,51.3756;12.365,51.3762;12.371,51.3761;12.3768,51.3759;12.38,51.3758;12.3857,51.3761;12.3904,51.3762;12.3905,51.3762;12.3906,51.3779;12.3881,51.3829;12.3909,51.3883;12.3922,51.3934;12.3899,51.3983;12.392,51.4;12.3928,51.4001;12.3977,51.3993;12.401,51.4;12.401,51.3997;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998",Nord,4,"12.3237,51.3792",12.3237,51.3792,0xE6100000010C545227A089B049402F6EA301BCA52840,4
4,000010b0-8ec1-11ed-9789-7d5de4b4dd66,"12.3243,51.3745;12.324,51.3757;12.3232,51.3768;12.3237,51.3792;12.3255,51.3788;12.3306,51.3773;12.3357,51.3756;12.3404,51.374;12.344,51.3749;12.344,51.3749;12.3466,51.3752;12.3521,51.3751;12.3576,51.3749;12.3607,51.3756;12.365,51.3762;12.371,51.3761;12.3768,51.3759;12.38,51.3758;12.3857,51.3761;12.3904,51.3762;12.3905,51.3762;12.3906,51.3779;12.3881,51.3829;12.3909,51.3883;12.3922,51.3934;12.3899,51.3983;12.392,51.4;12.3928,51.4001;12.3977,51.3993;12.401,51.4;12.401,51.3997;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998",Nord,4,"12.3255,51.3788",12.3255,51.3788,0xE6100000010CC6DCB5847CB049402DB29DEFA7A62840,5
5,000010b0-8ec1-11ed-9789-7d5de4b4dd66,"12.3243,51.3745;12.324,51.3757;12.3232,51.3768;12.3237,51.3792;12.3255,51.3788;12.3306,51.3773;12.3357,51.3756;12.3404,51.374;12.344,51.3749;12.344,51.3749;12.3466,51.3752;12.3521,51.3751;12.3576,51.3749;12.3607,51.3756;12.365,51.3762;12.371,51.3761;12.3768,51.3759;12.38,51.3758;12.3857,51.3761;12.3904,51.3762;12.3905,51.3762;12.3906,51.3779;12.3881,51.3829;12.3909,51.3883;12.3922,51.3934;12.3899,51.3983;12.392,51.4;12.3928,51.4001;12.3977,51.3993;12.401,51.4;12.401,51.3997;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998",Nord,4,"12.3306,51.3773",12.3306,51.3773,0xE6100000010CF163CC5D4BB049407E1D386744A92840,6
6,000010b0-8ec1-11ed-9789-7d5de4b4dd66,"12.3243,51.3745;12.324,51.3757;12.3232,51.3768;12.3237,51.3792;12.3255,51.3788;12.3306,51.3773;12.3357,51.3756;12.3404,51.374;12.344,51.3749;12.344,51.3749;12.3466,51.3752;12.3521,51.3751;12.3576,51.3749;12.3607,51.3756;12.365,51.3762;12.371,51.3761;12.3768,51.3759;12.38,51.3758;12.3857,51.3761;12.3904,51.3762;12.3905,51.3762;12.3906,51.3779;12.3881,51.3829;12.3909,51.3883;12.3922,51.3934;12.3899,51.3983;12.392,51.4;12.3928,51.4001;12.3977,51.3993;12.401,51.4;12.401,51.3997;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998",Nord,4,"12.3357,51.3756",12.3357,51.3756,0xE6100000010C55302AA913B04940CE88D2DEE0AB2840,7
7,000010b0-8ec1-11ed-9789-7d5de4b4dd66,"12.3243,51.3745;12.324,51.3757;12.3232,51.3768;12.3237,51.3792;12.3255,51.3788;12.3306,51.3773;12.3357,51.3756;12.3404,51.374;12.344,51.3749;12.344,51.3749;12.3466,51.3752;12.3521,51.3751;12.3576,51.3749;12.3607,51.3756;12.365,51.3762;12.371,51.3761;12.3768,51.3759;12.38,51.3758;12.3857,51.3761;12.3904,51.3762;12.3905,51.3762;12.3906,51.3779;12.3881,51.3829;12.3909,51.3883;12.3922,51.3934;12.3899,51.3983;12.392,51.4;12.3928,51.4001;12.3977,51.3993;12.401,51.4;12.401,51.3997;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998",Nord,4,"12.3404,51.374",12.3404,51.374,0xE6100000010C1D5A643BDFAF4940E71DA7E848AE2840,8
8,000010b0-8ec1-11ed-9789-7d5de4b4dd66,"12.3243,51.3745;12.324,51.3757;12.3232,51.3768;12.3237,51.3792;12.3255,51.3788;12.3306,51.3773;12.3357,51.3756;12.3404,51.374;12.344,51.3749;12.344,51.3749;12.3466,51.3752;12.3521,51.3751;12.3576,51.3749;12.3607,51.3756;12.365,51.3762;12.371,51.3761;12.3768,51.3759;12.38,51.3758;12.3857,51.3761;12.3904,51.3762;12.3905,51.3762;12.3906,51.3779;12.3881,51.3829;12.3909,51.3883;12.3922,51.3934;12.3899,51.3983;12.392,51.4;12.3928,51.4001;12.3977,51.3993;12.401,51.4;12.401,51.3997;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998",Nord,4,"12.344,51.3749",12.344,51.3749,0xE6100000010C9CA223B9FCAF4940E3A59BC420B02840,9
9,000010b0-8ec1-11ed-9789-7d5de4b4dd66,"12.3243,51.3745;12.324,51.3757;12.3232,51.3768;12.3237,51.3792;12.3255,51.3788;12.3306,51.3773;12.3357,51.3756;12.3404,51.374;12.344,51.3749;12.344,51.3749;12.3466,51.3752;12.3521,51.3751;12.3576,51.3749;12.3607,51.3756;12.365,51.3762;12.371,51.3761;12.3768,51.3759;12.38,51.3758;12.3857,51.3761;12.3904,51.3762;12.3905,51.3762;12.3906,51.3779;12.3881,51.3829;12.3909,51.3883;12.3922,51.3934;12.3899,51.3983;12.392,51.4;12.3928,51.4001;12.3977,51.3993;12.401,51.4;12.401,51.3997;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998;12.4011,51.3998",Nord,4,"12.344,51.3749",12.344,51.3749,0xE6100000010C9CA223B9FCAF4940E3A59BC420B02840,10
