,first_file,second_file,similiar,P_value
0,buy.net_www.ilgs.net.csv,www.ebay.com_www.priceme.co.nz.csv,0,-1.0
1,buy.net_www.ilgs.net.csv,buy.net_www.ebay.com.csv,0,-1.0
2,buy.net_www.ilgs.net.csv,www.eglobalcentral.co.uk_www.priceme.co.nz.csv,0,-1.0
3,buy.net_www.ilgs.net.csv,www.camerafarm.com.au_www.henrys.com.csv,0,-1.0
4,buy.net_www.ilgs.net.csv,buy.net_cammarkt.com.csv,0,-1.0
5,buy.net_www.ilgs.net.csv,www.buzzillions.com_www.pcconnection.com.csv,0,-1.0
6,buy.net_www.ilgs.net.csv,www.ebay.com_www.henrys.com.csv,0,-1.0
7,buy.net_www.ilgs.net.csv,www.shopbot.com.au_www.price-hunt.com.csv,0,-1.0
8,buy.net_www.ilgs.net.csv,www.buzzillions.com_www.mypriceindia.com.csv,0,-1.0
9,buy.net_www.ilgs.net.csv,www.mypriceindia.com_www.priceme.co.nz.csv,0,-1.0
10,buy.net_www.ilgs.net.csv,www.wexphotographic.com_www.price-hunt.com.csv,0,-1.0
11,buy.net_www.ilgs.net.csv,cammarkt.com_www.pcconnection.com.csv,0,-1.0
12,buy.net_www.ilgs.net.csv,www.ebay.com_www.eglobalcentral.co.uk.csv,0,-1.0
13,buy.net_www.ilgs.net.csv,www.buzzillions.com_www.price-hunt.com.csv,0,-1.0
14,buy.net_www.ilgs.net.csv,www.garricks.com.au_www.eglobalcentral.co.uk.csv,0,-1.0
15,buy.net_www.ilgs.net.csv,www.price-hunt.com_www.pcconnection.com.csv,0,-1.0
16,buy.net_www.ilgs.net.csv,www.garricks.com.au_www.mypriceindia.com.csv,0,-1.0
17,buy.net_www.ilgs.net.csv,www.gosale.com_www.eglobalcentral.co.uk.csv,0,-1.0
18,buy.net_www.ilgs.net.csv,www.camerafarm.com.au_www.mypriceindia.com.csv,0,-1.0
19,buy.net_www.ilgs.net.csv,www.garricks.com.au_www.pcconnection.com.csv,0,-1.0
20,buy.net_www.ilgs.net.csv,www.ukdigitalcameras.co.uk_www.pricedekho.com.csv,0,-1.0
21,buy.net_www.ilgs.net.csv,www.camerafarm.com.au_www.pcconnection.com.csv,0,-1.0
22,buy.net_www.ilgs.net.csv,www.garricks.com.au_www.henrys.com.csv,0,-1.0
23,buy.net_www.ilgs.net.csv,www.canon-europe.com_www.eglobalcentral.co.uk.csv,0,-1.0
24,buy.net_www.ilgs.net.csv,www.canon-europe.com_www.shopbot.com.au.csv,0,-1.0
25,buy.net_www.ilgs.net.csv,www.garricks.com.au_www.ilgs.net.csv,0,-1.0
26,buy.net_www.ilgs.net.csv,buy.net_www.canon-europe.com.csv,0,-1.0
27,buy.net_www.ilgs.net.csv,www.ilgs.net_www.gosale.com.csv,0,-1.0
28,buy.net_www.ilgs.net.csv,www.priceme.co.nz_www.pcconnection.com.csv,0,-1.0
29,buy.net_www.ilgs.net.csv,www.walmart.com_www.pricedekho.com.csv,0,-1.0
30,buy.net_www.ilgs.net.csv,www.garricks.com.au_www.price-hunt.com.csv,0,-1.0
31,buy.net_www.ilgs.net.csv,www.wexphotographic.com_www.priceme.co.nz.csv,0,-1.0
32,buy.net_www.ilgs.net.csv,www.gosale.com_www.price-hunt.com.csv,0,-1.0
33,buy.net_www.ilgs.net.csv,www.shopbot.com.au_cammarkt.com.csv,0,-1.0
