,first_file,second_file,similiar,P_value
0,www.walmart.com_www.cambuy.com.au.csv,www.ebay.com_www.priceme.co.nz.csv,0,-1.0
1,www.walmart.com_www.cambuy.com.au.csv,buy.net_www.ebay.com.csv,0,-1.0
2,www.walmart.com_www.cambuy.com.au.csv,www.eglobalcentral.co.uk_www.priceme.co.nz.csv,0,-1.0
3,www.walmart.com_www.cambuy.com.au.csv,www.camerafarm.com.au_www.henrys.com.csv,0,-1.0
4,www.walmart.com_www.cambuy.com.au.csv,buy.net_cammarkt.com.csv,0,-1.0
5,www.walmart.com_www.cambuy.com.au.csv,www.buzzillions.com_www.pcconnection.com.csv,0,-1.0
6,www.walmart.com_www.cambuy.com.au.csv,www.ebay.com_www.henrys.com.csv,0,-1.0
7,www.walmart.com_www.cambuy.com.au.csv,www.shopbot.com.au_www.price-hunt.com.csv,0,-1.0
8,www.walmart.com_www.cambuy.com.au.csv,www.buzzillions.com_www.mypriceindia.com.csv,0,-1.0
9,www.walmart.com_www.cambuy.com.au.csv,www.mypriceindia.com_www.priceme.co.nz.csv,0,-1.0
10,www.walmart.com_www.cambuy.com.au.csv,www.wexphotographic.com_www.price-hunt.com.csv,0,-1.0
11,www.walmart.com_www.cambuy.com.au.csv,cammarkt.com_www.pcconnection.com.csv,0,-1.0
12,www.walmart.com_www.cambuy.com.au.csv,www.ebay.com_www.eglobalcentral.co.uk.csv,0,-1.0
13,www.walmart.com_www.cambuy.com.au.csv,www.buzzillions.com_www.price-hunt.com.csv,0,-1.0
14,www.walmart.com_www.cambuy.com.au.csv,www.garricks.com.au_www.eglobalcentral.co.uk.csv,0,-1.0
15,www.walmart.com_www.cambuy.com.au.csv,www.price-hunt.com_www.pcconnection.com.csv,0,-1.0
16,www.walmart.com_www.cambuy.com.au.csv,www.garricks.com.au_www.mypriceindia.com.csv,0,-1.0
17,www.walmart.com_www.cambuy.com.au.csv,www.gosale.com_www.eglobalcentral.co.uk.csv,0,-1.0
18,www.walmart.com_www.cambuy.com.au.csv,www.camerafarm.com.au_www.mypriceindia.com.csv,0,-1.0
19,www.walmart.com_www.cambuy.com.au.csv,www.garricks.com.au_www.pcconnection.com.csv,0,-1.0
20,www.walmart.com_www.cambuy.com.au.csv,www.ukdigitalcameras.co.uk_www.pricedekho.com.csv,0,-1.0
21,www.walmart.com_www.cambuy.com.au.csv,www.camerafarm.com.au_www.pcconnection.com.csv,0,-1.0
22,www.walmart.com_www.cambuy.com.au.csv,www.garricks.com.au_www.henrys.com.csv,0,-1.0
23,www.walmart.com_www.cambuy.com.au.csv,www.canon-europe.com_www.eglobalcentral.co.uk.csv,0,-1.0
24,www.walmart.com_www.cambuy.com.au.csv,www.canon-europe.com_www.shopbot.com.au.csv,0,-1.0
25,www.walmart.com_www.cambuy.com.au.csv,www.garricks.com.au_www.ilgs.net.csv,0,-1.0
26,www.walmart.com_www.cambuy.com.au.csv,buy.net_www.canon-europe.com.csv,0,-1.0
27,www.walmart.com_www.cambuy.com.au.csv,www.ilgs.net_www.gosale.com.csv,0,-1.0
28,www.walmart.com_www.cambuy.com.au.csv,www.priceme.co.nz_www.pcconnection.com.csv,0,-1.0
29,www.walmart.com_www.cambuy.com.au.csv,www.walmart.com_www.pricedekho.com.csv,0,-1.0
30,www.walmart.com_www.cambuy.com.au.csv,www.garricks.com.au_www.price-hunt.com.csv,0,-1.0
31,www.walmart.com_www.cambuy.com.au.csv,www.wexphotographic.com_www.priceme.co.nz.csv,0,-1.0
32,www.walmart.com_www.cambuy.com.au.csv,www.gosale.com_www.price-hunt.com.csv,0,-1.0
