,first_file,second_file,similiar,P_value
0,www.garricks.com.au_www.price-hunt.com.csv,www.ebay.com_www.priceme.co.nz.csv,0,-1.0
1,www.garricks.com.au_www.price-hunt.com.csv,buy.net_www.ebay.com.csv,0,-1.0
2,www.garricks.com.au_www.price-hunt.com.csv,www.eglobalcentral.co.uk_www.priceme.co.nz.csv,0,-1.0
3,www.garricks.com.au_www.price-hunt.com.csv,www.camerafarm.com.au_www.henrys.com.csv,0,-1.0
4,www.garricks.com.au_www.price-hunt.com.csv,buy.net_cammarkt.com.csv,0,-1.0
5,www.garricks.com.au_www.price-hunt.com.csv,www.buzzillions.com_www.pcconnection.com.csv,0,0.009900990099009901
6,www.garricks.com.au_www.price-hunt.com.csv,www.ebay.com_www.henrys.com.csv,0,-1.0
7,www.garricks.com.au_www.price-hunt.com.csv,www.shopbot.com.au_www.price-hunt.com.csv,0,-1.0
8,www.garricks.com.au_www.price-hunt.com.csv,www.buzzillions.com_www.mypriceindia.com.csv,0,-1.0
9,www.garricks.com.au_www.price-hunt.com.csv,www.mypriceindia.com_www.priceme.co.nz.csv,0,-1.0
10,www.garricks.com.au_www.price-hunt.com.csv,www.wexphotographic.com_www.price-hunt.com.csv,0,-1.0
11,www.garricks.com.au_www.price-hunt.com.csv,cammarkt.com_www.pcconnection.com.csv,0,0.009900990099009901
12,www.garricks.com.au_www.price-hunt.com.csv,www.ebay.com_www.eglobalcentral.co.uk.csv,0,-1.0
13,www.garricks.com.au_www.price-hunt.com.csv,www.buzzillions.com_www.price-hunt.com.csv,0,-1.0
14,www.garricks.com.au_www.price-hunt.com.csv,www.garricks.com.au_www.eglobalcentral.co.uk.csv,0,-1.0
15,www.garricks.com.au_www.price-hunt.com.csv,www.price-hunt.com_www.pcconnection.com.csv,0,0.039603960396039604
16,www.garricks.com.au_www.price-hunt.com.csv,www.garricks.com.au_www.mypriceindia.com.csv,0,0.009900990099009901
17,www.garricks.com.au_www.price-hunt.com.csv,www.gosale.com_www.eglobalcentral.co.uk.csv,0,-1.0
18,www.garricks.com.au_www.price-hunt.com.csv,www.camerafarm.com.au_www.mypriceindia.com.csv,0,-1.0
19,www.garricks.com.au_www.price-hunt.com.csv,www.garricks.com.au_www.pcconnection.com.csv,0,0.019801980198019802
20,www.garricks.com.au_www.price-hunt.com.csv,www.ukdigitalcameras.co.uk_www.pricedekho.com.csv,0,-1.0
21,www.garricks.com.au_www.price-hunt.com.csv,www.camerafarm.com.au_www.pcconnection.com.csv,0,0.009900990099009901
22,www.garricks.com.au_www.price-hunt.com.csv,www.garricks.com.au_www.henrys.com.csv,1,0.16831683168316833
23,www.garricks.com.au_www.price-hunt.com.csv,www.canon-europe.com_www.eglobalcentral.co.uk.csv,0,-1.0
24,www.garricks.com.au_www.price-hunt.com.csv,www.canon-europe.com_www.shopbot.com.au.csv,0,-1.0
25,www.garricks.com.au_www.price-hunt.com.csv,www.garricks.com.au_www.ilgs.net.csv,0,0.0297029702970297
26,www.garricks.com.au_www.price-hunt.com.csv,buy.net_www.canon-europe.com.csv,0,-1.0
27,www.garricks.com.au_www.price-hunt.com.csv,www.ilgs.net_www.gosale.com.csv,0,-1.0
28,www.garricks.com.au_www.price-hunt.com.csv,www.priceme.co.nz_www.pcconnection.com.csv,0,-1.0
29,www.garricks.com.au_www.price-hunt.com.csv,www.walmart.com_www.pricedekho.com.csv,0,-1.0
30,www.garricks.com.au_www.price-hunt.com.csv,www.wexphotographic.com_www.priceme.co.nz.csv,0,-1.0
31,www.garricks.com.au_www.price-hunt.com.csv,www.gosale.com_www.price-hunt.com.csv,0,-1.0
32,www.garricks.com.au_www.price-hunt.com.csv,www.shopbot.com.au_cammarkt.com.csv,0,-1.0
33,www.garricks.com.au_www.price-hunt.com.csv,www.walmart.com_www.ukdigitalcameras.co.uk.csv,0,-1.0
34,www.garricks.com.au_www.price-hunt.com.csv,www.canon-europe.com_www.mypriceindia.com.csv,0,-1.0
35,www.garricks.com.au_www.price-hunt.com.csv,www.shopbot.com.au_www.mypriceindia.com.csv,0,-1.0
36,www.garricks.com.au_www.price-hunt.com.csv,www.canon-europe.com_www.wexphotographic.com.csv,0,-1.0
37,www.garricks.com.au_www.price-hunt.com.csv,www.gosale.com_www.pcconnection.com.csv,0,-1.0
38,www.garricks.com.au_www.price-hunt.com.csv,www.ilgs.net_www.eglobalcentral.co.uk.csv,0,-1.0
39,www.garricks.com.au_www.price-hunt.com.csv,buy.net_www.ilgs.net.csv,0,-1.0
40,www.garricks.com.au_www.price-hunt.com.csv,www.canon-europe.com_www.pcconnection.com.csv,0,-1.0
41,www.garricks.com.au_www.price-hunt.com.csv,www.walmart.com_www.shopmania.in.csv,0,-1.0
42,www.garricks.com.au_www.price-hunt.com.csv,www.gosale.com_www.mypriceindia.com.csv,0,-1.0
43,www.garricks.com.au_www.price-hunt.com.csv,www.shopbot.com.au_www.pcconnection.com.csv,0,-1.0
44,www.garricks.com.au_www.price-hunt.com.csv,buy.net_www.camerafarm.com.au.csv,0,-1.0
45,www.garricks.com.au_www.price-hunt.com.csv,www.camerafarm.com.au_www.price-hunt.com.csv,0,-1.0
46,www.garricks.com.au_www.price-hunt.com.csv,www.wexphotographic.com_www.pcconnection.com.csv,0,0.019801980198019802
47,www.garricks.com.au_www.price-hunt.com.csv,www.ilgs.net_www.shopbot.com.au.csv,0,-1.0
48,www.garricks.com.au_www.price-hunt.com.csv,www.camerafarm.com.au_www.garricks.com.au.csv,0,-1.0
49,www.garricks.com.au_www.price-hunt.com.csv,buy.net_www.priceme.co.nz.csv,0,-1.0
50,www.garricks.com.au_www.price-hunt.com.csv,www.shopbot.com.au_www.priceme.co.nz.csv,0,-1.0
51,www.garricks.com.au_www.price-hunt.com.csv,www.buzzillions.com_www.garricks.com.au.csv,0,0.009900990099009901
52,www.garricks.com.au_www.price-hunt.com.csv,www.garricks.com.au_www.wexphotographic.com.csv,0,0.0297029702970297
53,www.garricks.com.au_www.price-hunt.com.csv,www.camerafarm.com.au_www.gosale.com.csv,0,-1.0
54,www.garricks.com.au_www.price-hunt.com.csv,www.ebay.com_www.shopbot.com.au.csv,0,-1.0
55,www.garricks.com.au_www.price-hunt.com.csv,www.buzzillions.com_www.priceme.co.nz.csv,0,-1.0
56,www.garricks.com.au_www.price-hunt.com.csv,www.ebay.com_www.gosale.com.csv,0,-1.0
57,www.garricks.com.au_www.price-hunt.com.csv,www.wexphotographic.com_www.mypriceindia.com.csv,0,-1.0
58,www.garricks.com.au_www.price-hunt.com.csv,www.camerafarm.com.au_www.eglobalcentral.co.uk.csv,0,-1.0
59,www.garricks.com.au_www.price-hunt.com.csv,www.ebay.com_www.pcconnection.com.csv,0,-1.0
60,www.garricks.com.au_www.price-hunt.com.csv,www.garricks.com.au_www.gosale.com.csv,0,-1.0
61,www.garricks.com.au_www.price-hunt.com.csv,buy.net_www.shopbot.com.au.csv,0,-1.0
62,www.garricks.com.au_www.price-hunt.com.csv,www.ebay.com_www.mypriceindia.com.csv,0,-1.0
63,www.garricks.com.au_www.price-hunt.com.csv,www.gosale.com_cammarkt.com.csv,0,-1.0
64,www.garricks.com.au_www.price-hunt.com.csv,www.shopbot.com.au_www.eglobalcentral.co.uk.csv,0,-1.0
65,www.garricks.com.au_www.price-hunt.com.csv,www.mypriceindia.com_cammarkt.com.csv,0,0.009900990099009901
66,www.garricks.com.au_www.price-hunt.com.csv,www.garricks.com.au_cammarkt.com.csv,1,0.0594059405940594
67,www.garricks.com.au_www.price-hunt.com.csv,buy.net_www.eglobalcentral.co.uk.csv,0,-1.0
68,www.garricks.com.au_www.price-hunt.com.csv,www.ilgs.net_www.priceme.co.nz.csv,0,-1.0
69,www.garricks.com.au_www.price-hunt.com.csv,www.buzzillions.com_www.wexphotographic.com.csv,0,-1.0
70,www.garricks.com.au_www.price-hunt.com.csv,www.ilgs.net_www.henrys.com.csv,0,-1.0
71,www.garricks.com.au_www.price-hunt.com.csv,www.eglobalcentral.co.uk_www.price-hunt.com.csv,0,-1.0
72,www.garricks.com.au_www.price-hunt.com.csv,www.price-hunt.com_www.priceme.co.nz.csv,0,-1.0
73,www.garricks.com.au_www.price-hunt.com.csv,www.garricks.com.au_www.ebay.com.csv,0,-1.0
74,www.garricks.com.au_www.price-hunt.com.csv,www.buzzillions.com_www.ebay.com.csv,0,-1.0
75,www.garricks.com.au_www.price-hunt.com.csv,www.camerafarm.com.au_www.ebay.com.csv,0,-1.0
76,www.garricks.com.au_www.price-hunt.com.csv,www.wexphotographic.com_cammarkt.com.csv,0,-1.0
77,www.garricks.com.au_www.price-hunt.com.csv,www.wexphotographic.com_www.henrys.com.csv,0,-1.0
78,www.garricks.com.au_www.price-hunt.com.csv,www.cambuy.com.au_www.shopmania.in.csv,0,-1.0
79,www.garricks.com.au_www.price-hunt.com.csv,www.henrys.com_cammarkt.com.csv,0,0.009900990099009901
80,www.garricks.com.au_www.price-hunt.com.csv,www.eglobalcentral.co.uk_www.henrys.com.csv,0,-1.0
81,www.garricks.com.au_www.price-hunt.com.csv,www.canon-europe.com_cammarkt.com.csv,0,-1.0
82,www.garricks.com.au_www.price-hunt.com.csv,www.buzzillions.com_cammarkt.com.csv,0,-1.0
83,www.garricks.com.au_www.price-hunt.com.csv,www.buzzillions.com_www.canon-europe.com.csv,0,-1.0
84,www.garricks.com.au_www.price-hunt.com.csv,www.camerafarm.com.au_cammarkt.com.csv,0,-1.0
