,key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list,famer_resolution_from,famer_resolution_to,famer_megapixel
0,5f3ba61e3fd5b671b220056c,www.price-hunt.com,v550,550,/,/,panasonichcv550,150,50,5.3,6.1,235.0,Bsi mos,panasonic,,,/
1,5f3ba61e3fd5b671b220056f,www.price-hunt.com,tz30,30,/,/,panasoniclumixdmctz30,4,20,10.4,5.8,206.0,Mos,panasonic,,,/
2,5f3ba61e3fd5b671b220057a,www.price-hunt.com,fh7,7,/,/,panasoniclumixdmcfh7,4,4,9.5,5.6,126.0,CCD,panasonic,,,/
3,5f3ba61e3fd5b671b2200584,www.price-hunt.com,w830,830,/,/,sonycybershotdscw830,32,8,9.3,5.2,104.0,CCD,sony,,,/
4,5f3ba61e3fd5b671b220059a,www.price-hunt.com,tg850,850,/,/,olympustg850,20,5,0.0,0.0,218.0,CMOS,olympus,1920.0,1080.0,/
5,5f3ba61e3fd5b671b220059d,www.price-hunt.com,tz35,35,/,/,panasoniclumixdmctz35,4,20,10.4,5.8,193.0,Mos,panasonic,,,/
6,5f3ba61e3fd5b671b22005a8,www.price-hunt.com,t110,110,/,/,olympust110,4,3,9.3,6.0,135.0,CCD,olympus,,,/
7,5f3ba61e3fd5b671b22005bb,www.price-hunt.com,5tl,5,/,/,sonynexnex5tl,4,,0.0,0.0,218.0,Exmor aps HD CMOS Sensor,sony,1920.0,1080.0,/
8,5f3ba61e3fd5b671b22005c5,www.price-hunt.com,w310,310,/,/,sonycybershotdscw310,8,4,0.0,0.0,121.0,CCD,sony,,,/
9,5f3ba61e3fd5b671b22005d4,www.price-hunt.com,a1400,1400,/,/,canonpowershota1400,4,5,9.4,6.1,174.0,CCD,canon,,,/
10,5f3ba61e3fd5b671b22005da,www.price-hunt.com,g15,15,/,/,canonpowershotg15,4,5,10.6,7.5,352.0,CMOS,canon,,,/
11,5f3ba61e3fd5b671b22005e6,www.price-hunt.com,s3,3,/,/,panasoniclumixdmcs3,4,4,9.8,5.8,117.0,CCD,panasonic,,,/
12,5f3ba61e3fd5b671b22005e7,www.price-hunt.com,ax650,650,/,/,fujifilmfinepixax650,7.2,5,9.3,6.0,168.0,CCD,fujifilm,,,/
13,5f3ba61e3fd5b671b22005e9,www.price-hunt.com,tz18,18,/,/,panasoniclumixdmctz18,4,16,10.4,5.7,210.0,Mos,panasonic,,,/
14,5f3ba61e3fd5b671b22005eb,www.price-hunt.com,w810,810,/,/,sonycybershotdscw810,,6,9.3,5.2,120.0,Super had CCD,sony,,,/
15,5f3ba61e3fd5b671b22005f8,www.price-hunt.com,a4000,4000,/,/,canonpowershota4000,4,8,9.5,5.6,145.0,CCD,canon,,,/
16,5f3ba61e3fd5b671b22005fa,www.price-hunt.com,d35,35,/,/,benqd35,10,,4.5,6.7,233.0,CMOS,benq,1920.0,1080.0,/
17,5f3ba61e3fd5b671b2200602,www.price-hunt.com,s01,01,/,/,nikoncoolpixs01,4,3,7.7,5.1,96.0,CCD,nikon,,,/
18,5f3ba61e3fd5b671b2200615,www.price-hunt.com,a57,57,/,/,sonyslta57,4,,13.2,9.7,539.0,HD CMOS,sony,,,/
19,5f3ba61e3fd5b671b2200623,www.price-hunt.com,j40,40,/,/,fujifilmfinepixj40,5.7,3,9.2,5.5,113.0,CCD,fujifilm,640.0,480.0,/
20,5f3ba61e3fd5b671b2200636,www.price-hunt.com,wg20,20,/,/,ricohwg20,6.7,5,11.5,5.8,164.0,CCD,ricoh,,,/
21,5f3ba61e3fd5b671b2200647,www.price-hunt.com,es80,80,/,/,samsunges80,1.0,5,9.7,5.8,124.0,CCD,samsung,,,/
22,5f3ba61e3fd5b671b2200648,www.price-hunt.com,d700,700,/,/,nikond700,,,14.7,12.3,995.0,CMOS,nikon,,,/
23,5f3ba61e3fd5b671b2200654,www.price-hunt.com,s3300,3300,/,/,fujifilmfinepixs3300,6.7,26,11.8,8.0,540.0,CCD,fujifilm,,,/
24,5f3ba61e3fd5b671b2200655,www.price-hunt.com,m1,1,/,/,olympusomdem1,,,13.0,9.3,497.0,Mos,olympus,,,/
25,5f3ba61e3fd5b671b2200655,www.price-hunt.com,m1,1,/,/,olympusomdem1,,,13.0,9.3,497.0,Mos,olympus,,,/
26,5f3ba61e3fd5b671b2200657,www.price-hunt.com,a77v,77,/,/,sonyalphaslta77v,,,14.2,10.4,,Exmor aps HD CMOS,sony,,,/
27,5f3ba61e3fd5b671b220065e,www.price-hunt.com,sj4000,4000,/,/,yourdealsj4000,4,,0.0,0.0,100.0,CMOS,yourdeal,,,/
28,5f3ba61e3fd5b671b220065e,www.price-hunt.com,sj4000,4000,/,/,yourdealsj4000,4,,0.0,0.0,100.0,CMOS,yourdeal,,,/
29,5f3ba61e3fd5b671b220065e,www.price-hunt.com,sj4000,4000,/,/,yourdealsj4000,4,,0.0,0.0,100.0,CMOS,yourdeal,,,/
30,5f3ba61e3fd5b671b220065e,www.price-hunt.com,sj4000,4000,/,/,yourdealsj4000,4,,0.0,0.0,100.0,CMOS,yourdeal,,,/
31,5f3ba61e3fd5b671b220065e,www.price-hunt.com,sj4000,4000,/,/,yourdealsj4000,4,,0.0,0.0,100.0,CMOS,yourdeal,,,/
32,5f3ba61e3fd5b671b220065f,www.price-hunt.com,6l,6,/,/,sonynex6l,,,11.9,6.6,345.0,Exmor aps HD CMOS,sony,,,/
33,5f3ba61e3fd5b671b2200662,www.price-hunt.com,a58m,58,/,/,sonyalphaslta58m,,,12.8,9.5,573.0,HD CMOS,sony,,,/
34,5f3ba61e3fd5b671b2200667,www.price-hunt.com,dv540,540,/,/,wesprodv540,4,,0.0,0.0,,CMOS,wespro,,,/
35,5f3ba61e3fd5b671b2200670,www.price-hunt.com,m531,531,/,/,kodakeasysharem531,5,3,9.3,5.6,130.0,CCD,kodak,,,/
36,5f3ba61e3fd5b671b2200671,www.price-hunt.com,5tl,5,/,/,sonynex5tl,4,,0.0,0.0,218.0,Exmor aps HD CMOS Sensor,sony,1920.0,1080.0,/
37,5f3ba61e3fd5b671b2200671,www.price-hunt.com,5tl,5,/,/,sonynex5tl,4,,0.0,0.0,276.0,Exmor aps HD CMOS Sensor,sony,1920.0,1080.0,/
38,5f3ba61e3fd5b671b2200688,www.price-hunt.com,l830,830,/,/,nikoncoolpixl830,4,34,11.1,7.5,508.0,Bsi CMOS,nikon,1920.0,1080.0,/
39,5f3ba61e3fd5b671b2200693,www.price-hunt.com,pl3,3,/,/,olympuspenliteepl3,,,10.9,6.3,,High Speed Live mos,olympus,,,/
40,5f3ba61e3fd5b671b2200555,www.price-hunt.com,x20,20,/,/,fujifilmfinepixx20,2,4,11.7,6.9,353.0,X-Trans CMOS ii,fujifilm,,,/
41,5f3ba61e3fd5b671b220056e,www.price-hunt.com,jz300,300,/,/,fujifilmfinepixjz300,6,10,9.7,5.7,168.0,CCD,fujifilm,,,/
42,5f3ba61e3fd5b671b2200577,www.price-hunt.com,a2500,2500,/,/,canonpowershota2500,4,5,9.7,5.6,125.0,CCD,canon,,,/
43,5f3ba61e3fd5b671b220057c,www.price-hunt.com,x10,10,/,/,fujifilmxseriesx10,2,4,0.0,0.0,,,fujifilm,,,/
44,5f3ba61e3fd5b671b220059b,www.price-hunt.com,1,1,/,/,aiptek1,5,5,8.4,4.8,800.0,CMOS,aiptek,1920.0,1080.0,/
45,5f3ba61e3fd5b671b22005a3,www.price-hunt.com,d5300,5300,/,/,nikond5300,,,12.5,9.8,530.0,CMOS,nikon,,,/
46,5f3ba61e3fd5b671b22005ab,www.price-hunt.com,xz1,1,/,/,olympusxz1,16,4,11.0,6.4,275.0,CCD,olympus,,,/
47,5f3ba61e3fd5b671b22005ad,www.price-hunt.com,a35k,35,/,/,sonyslta35k,,,12.4,9.2,433.0,Exmor aps HD CMOS,sony,,,/
48,5f3ba61e3fd5b671b22005b3,www.price-hunt.com,v100,100,/,/,panasonichcv100,,34,5.1,5.9,181.0,CMOS,panasonic,,,/
49,5f3ba61e3fd5b671b22005b7,www.price-hunt.com,7k,7,/,/,sonyilce7k,2,,12.6,9.4,474.0,Exmor CMOS,sony,,,/
50,5f3ba61e3fd5b671b22005b8,www.price-hunt.com,s15,15,/,/,panasonicsdrs15,10,10,4.3,5.9,165.0,CCD,panasonic,704.0,576.0,/
51,5f3ba61e3fd5b671b22005d6,www.price-hunt.com,wg4,4,/,/,ricohwg4,7.2,4,12.5,6.4,236.0,CMOS,ricoh,,,/
52,5f3ba61e3fd5b671b22005d6,www.price-hunt.com,wg4,4,/,/,ricohwg4,7.2,4,12.5,6.4,229.0,CMOS,ricoh,,,/
53,5f3ba61e3fd5b671b22005fc,www.price-hunt.com,cx240eb,240,/,/,sonyhdrcx240eb,320,27,0.0,0.0,190.0,CMOS,sony,1920.0,1080.0,/
54,5f3ba61e3fd5b671b2200601,www.price-hunt.com,s110,110,/,/,canonpowershots110,4,5,9.8,5.9,198.0,CMOS,canon,,,/
55,5f3ba61e3fd5b671b220060b,www.price-hunt.com,qx100,100,/,/,sonydscqx100,,3.6,0.0,0.0,179.0,Exr CMOS,sony,,,/
56,5f3ba61e3fd5b671b220061b,www.price-hunt.com,dc2,2,/,/,panasonichxdc2,120,5,8.6,12.0,180.0,Mos,panasonic,,,/
57,5f3ba61e3fd5b671b2200633,www.price-hunt.com,sh1,1,/,/,olympussh1,96,24,0.0,0.0,271.0,CMOS,olympus,,,/
58,5f3ba61e3fd5b671b220063c,www.price-hunt.com,3500j,3500,/,/,sonyilce3500j,,,12.8,9.0,411.0,Exmor aps HD CMOS,sony,,,/
59,5f3ba61e3fd5b671b220066c,www.price-hunt.com,pl5,5,/,/,olympusepl5,,,11.0,6.3,325.0,Mos,olympus,,,/
60,5f3ba61e3fd5b671b2200674,www.price-hunt.com,c25,25,/,/,fujifilmfinepixc25,6.3,3,9.1,5.9,,CCD,fujifilm,,,/
61,5f3ba61e3fd5b671b220067c,www.price-hunt.com,v250,250,/,/,panasonichcv250,150,50,5.3,5.9,216.0,Bsi mos,panasonic,,,/
