,Produktname_dic3,Modell_Liste_3g,is_match,pred,probabilties_0,probabilties_1,AbsDiff,signifikant_diff
0,1.0,1.0,1.0,1,0.0018096566,0.99819034,0.9963807,1
1,0.6086956521739131,0.0,0.0,0,0.9996904,0.00030960471,0.9993808,1
2,0.6363636363636364,0.0,0.0,0,0.9992813,0.00071869517,0.9985626,1
3,1.0,1.0,1.0,1,0.0018096566,0.99819034,0.9963807,1
4,0.6086956521739131,0.0,0.0,0,0.9996904,0.00030960471,0.9993808,1
5,1.0,1.0,1.0,1,0.0018096566,0.99819034,0.9963807,1
6,0.6363636363636364,0.0,0.0,0,0.9992813,0.00071869517,0.9985626,1
7,0.5,0.0,0.0,0,0.99873745,0.0012625223,0.9974749,1
8,0.5185185185185185,0.0,0.0,0,0.9983458,0.0016542019,0.9966916,1
9,0.5925925925925926,0.0,0.0,0,0.9996904,0.00030960471,0.9993808,1
10,0.8148148148148148,0.5,0.0,0,0.99835783,0.0016421949,0.99671566,1
11,1.0,1.0,1.0,1,0.0018096566,0.99819034,0.9963807,1
12,1.0,1.0,1.0,1,0.0018096566,0.99819034,0.9963807,1
13,1.0,1.0,1.0,1,0.0018096566,0.99819034,0.9963807,1
14,0.5806451612903226,0.5,0.0,0,0.9811011,0.018898899,0.9622022,1
15,0.5,0.125,0.0,0,0.9990573,0.00094271475,0.9981146,1
16,0.5,0.125,0.0,0,0.9990573,0.00094271475,0.9981146,1
17,0.5,0.125,0.0,0,0.9990573,0.00094271475,0.9981146,1
18,0.5,0.125,0.0,0,0.9990573,0.00094271475,0.9981146,1
19,0.5,0.125,0.0,0,0.9990573,0.00094271475,0.9981146,1
20,0.65,0.8,1.0,0,0.92506826,0.074931756,0.8501365,0
21,1.0,1.0,1.0,1,0.0018096566,0.99819034,0.9963807,1
22,0.3428571428571428,0.25,0.0,0,0.9971971,0.0028029347,0.9943942,1
23,1.0,1.0,1.0,1,0.0018096566,0.99819034,0.9963807,1
24,0.6666666666666666,0.1428571428571428,0.0,0,0.99613,0.0038700234,0.99226,1
25,0.8372093023255814,0.5,1.0,0,0.9986522,0.0013477581,0.99730444,1
26,0.7692307692307693,0.0,0.0,0,0.98509085,0.014909122,0.9701817,1
27,0.5625,0.0,0.0,0,0.9996535,0.00034649004,0.99930704,1
28,0.7692307692307693,0.0,0.0,0,0.98509085,0.014909122,0.9701817,1
29,0.7692307692307693,0.0,0.0,0,0.98509085,0.014909122,0.9701817,1
30,0.5625,0.0,0.0,0,0.9996535,0.00034649004,0.99930704,1
31,0.7692307692307693,0.0,0.0,0,0.98509085,0.014909122,0.9701817,1
32,0.7142857142857143,0.0,0.0,0,0.9920897,0.007910284,0.9841794,1
33,0.5294117647058824,0.0,0.0,0,0.9981788,0.0018212274,0.99635756,1
34,0.7142857142857143,0.0,0.0,0,0.9920897,0.007910284,0.9841794,1
35,0.7692307692307693,0.0,0.0,0,0.98509085,0.014909122,0.9701817,1
36,0.5625,0.0,0.0,0,0.9996535,0.00034649004,0.99930704,1
37,0.7692307692307693,0.0,0.0,0,0.98509085,0.014909122,0.9701817,1
38,0.7692307692307693,0.0,0.0,0,0.98509085,0.014909122,0.9701817,1
39,0.5625,0.0,0.0,0,0.9996535,0.00034649004,0.99930704,1
40,0.7692307692307693,0.0,0.0,0,0.98509085,0.014909122,0.9701817,1
41,0.5625,0.0,0.0,0,0.9996535,0.00034649004,0.99930704,1
42,1.0,1.0,1.0,1,0.0018096566,0.99819034,0.9963807,1
43,0.6875,0.0,0.0,0,0.9962205,0.0037794851,0.99244106,1
44,0.7692307692307693,0.0,0.0,0,0.98509085,0.014909122,0.9701817,1
45,0.6875,0.0,0.0,0,0.9962205,0.0037794851,0.99244106,1
46,1.0,1.0,1.0,1,0.0018096566,0.99819034,0.9963807,1
47,1.0,1.0,1.0,1,0.0018096566,0.99819034,0.9963807,1
48,0.5625,0.0,0.0,0,0.9996535,0.00034649004,0.99930704,1
49,0.7692307692307693,0.0,0.0,0,0.98509085,0.014909122,0.9701817,1
50,0.6153846153846154,0.1428571428571428,0.0,0,0.9997087,0.00029130618,0.9994174,1
51,0.7692307692307693,1.0,1.0,1,0.0076155663,0.99238443,0.98476887,1
52,0.4864864864864865,0.3333333333333333,0.0,0,0.9833048,0.016695173,0.9666096,1
53,0.6486486486486487,1.0,1.0,1,0.0023258328,0.99767417,0.99534833,1
