,MPN_Liste_TruncateBegin20,EAN_Liste_TruncateBegin20,Produktname_dic3,Modell_Liste_3g,Digital_zoom_NumMaxProz30,optischer_zoom_NumMaxProz30,Breite_NumMaxProz30,Höhe_NumMaxProz30,Gewicht_NumMaxProz30,Sensortyp_Jaccard3,is_match,pred,probabilties_0,probabilties_1,AbsDiff,signifikant_diff
0,,,0.3571428571428571,0.0,,,,,0.0,1.0,0.0,0,0.9999877,1.2263894e-05,0.99997544,1
1,,,1.0,1.0,,,,,,1.0,1.0,1,0.00011110306,0.9998889,0.9997778,1
2,,,0.5806451612903226,0.5,,,,,,1.0,0.0,0,0.9991764,0.00082359446,0.99835277,1
3,,,0.8484848484848485,0.0,,,,,,0.3333333333333333,0.0,0,0.9991462,0.0008537702,0.99829245,1
4,,,1.0,1.0,,,,,,0.3333333333333333,1.0,1,8.9764595e-05,0.99991024,0.9998205,1
5,,,0.5,0.0,,,,,,0.3333333333333333,0.0,0,0.9998163,0.00018368296,0.9996326,1
6,,,0.5161290322580645,0.0,,,,,,0.3333333333333333,0.0,0,0.9998163,0.00018368296,0.9996326,1
7,,,1.0,1.0,,,,,,1.0,1.0,1,0.00011110306,0.9998889,0.9997778,1
8,,,0.5,0.4,,,,,,1.0,1.0,0,0.990108,0.009891958,0.980216,1
9,,,0.3428571428571428,0.25,,,,,,1.0,0.0,0,0.9999231,7.688443e-05,0.9998462,1
10,,,0.5555555555555556,0.0,,,,,,0.0,0.0,0,0.9999396,6.036434e-05,0.99987924,1
11,,,0.3428571428571428,0.25,,,,,0.0,1.0,0.0,0,0.99996436,3.566227e-05,0.9999287,1
12,,,0.7906976744186046,0.2857142857142857,,,,,0.0,1.0,0.0,0,0.9999818,1.8201625e-05,0.99996364,1
13,,,0.5294117647058824,0.5,,,,,,1.0,1.0,0,0.98110193,0.018898072,0.96220386,1
14,,,1.0,1.0,,,,,,0.1,1.0,1,0.0001090765,0.9998909,0.99978185,1
15,,,1.0,1.0,,,,,,1.0,1.0,1,0.00011110306,0.9998889,0.9997778,1
16,,,0.3333333333333333,0.0,,,,,,1.0,0.0,0,0.99997354,2.6440493e-05,0.9999471,1
17,,,0.8292682926829268,0.4,,,,,,1.0,1.0,0,0.9996007,0.00039926276,0.9992014,1
18,,,0.7,0.2,,,,,,1.0,0.0,0,0.99999577,4.2210618e-06,0.99999154,1
19,,,0.85,0.6,,,,,,1.0,0.0,0,0.99944824,0.00055174984,0.9988965,1
20,,,1.0,1.0,,,,,,1.0,1.0,1,0.00011110306,0.9998889,0.9997778,1
21,,,0.6666666666666666,1.0,,,,,,1.0,1.0,1,0.00017541647,0.9998246,0.99964917,1
22,,,1.0,1.0,,,,,,1.0,1.0,1,0.00011110306,0.9998889,0.9997778,1
23,,,1.0,1.0,,,,,1.0,1.0,1.0,1,0.00011110306,0.9998889,0.9997778,1
24,,,1.0,1.0,,,,,,1.0,1.0,1,0.00011110306,0.9998889,0.9997778,1
25,,,0.8372093023255814,0.5,,,,,,1.0,1.0,0,0.99989074,0.00010923867,0.9997815,1
26,,,1.0,1.0,,,,,,1.0,1.0,1,0.00011110306,0.9998889,0.9997778,1
