,Produktname_dic3,Modell_Liste_3g,is_match,pred,probabilties_0,probabilties_1,AbsDiff,signifikant_diff
0,0.5517241379310345,0.3333333333333333,0.0,0,0.9926186,0.0073813596,0.98523724,1
1,0.5517241379310345,0.0,0.0,0,0.9996271,0.00037290508,0.9992542,1
2,0.5333333333333333,0.0,0.0,0,0.9958366,0.004163357,0.99167323,1
3,0.6153846153846154,0.0,0.0,0,0.9995974,0.00040260478,0.99919474,1
4,0.5517241379310345,0.0,1.0,0,0.9996271,0.00037290508,0.9992542,1
5,0.5333333333333333,0.0,0.0,0,0.9958366,0.004163357,0.99167323,1
6,0.5806451612903226,0.5,0.0,0,0.99516994,0.004830091,0.9903399,1
7,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
8,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
9,0.8571428571428571,0.0,0.0,0,0.97574276,0.024257248,0.9514855,1
10,0.5789473684210527,0.1666666666666666,0.0,0,0.9994546,0.00054535904,0.99890924,1
11,0.8372093023255814,0.1666666666666666,0.0,0,0.99919164,0.000808329,0.9983833,1
12,0.5789473684210527,0.1666666666666666,0.0,0,0.9994546,0.00054535904,0.99890924,1
13,0.8837209302325582,0.4,0.0,0,0.999146,0.00085404364,0.99829197,1
14,0.5641025641025641,0.3333333333333333,0.0,0,0.9926186,0.0073813596,0.98523724,1
15,0.7727272727272727,0.1428571428571428,0.0,0,0.9985091,0.0014908676,0.9970182,1
16,0.5,0.125,0.0,0,0.9994296,0.0005703872,0.99885917,1
17,0.8,0.2857142857142857,0.0,0,0.98139244,0.018607551,0.9627849,1
18,0.631578947368421,0.4,0.0,0,0.9157028,0.08429717,0.83140564,0
19,0.8372093023255814,0.1666666666666666,0.0,0,0.99919164,0.000808329,0.9983833,1
20,0.5,0.125,0.0,0,0.9994296,0.0005703872,0.99885917,1
21,0.8,0.2857142857142857,0.0,0,0.98139244,0.018607551,0.9627849,1
22,0.7,0.0,0.0,0,0.99421376,0.0057862424,0.9884275,1
23,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
24,0.4761904761904761,0.0,0.0,0,0.9992508,0.00074918545,0.99850166,1
25,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
26,0.8148148148148148,0.5,0.0,0,0.99648553,0.0035144778,0.99297106,1
27,0.303030303030303,0.0,0.0,0,0.983871,0.016129028,0.96774197,1
28,0.2941176470588235,0.0,0.0,0,0.9870485,0.012951506,0.974097,1
29,0.3125,0.0,0.0,0,0.9775877,0.022412289,0.9551754,1
30,0.782608695652174,0.6666666666666666,0.0,0,0.99277973,0.007220281,0.98555946,1
31,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
32,0.782608695652174,0.0,0.0,0,0.9911724,0.008827653,0.98234475,1
33,0.6153846153846154,0.0,0.0,0,0.9995974,0.00040260478,0.99919474,1
34,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
35,0.6666666666666666,0.5,1.0,1,0.020213127,0.9797869,0.95957375,1
36,0.7407407407407407,1.0,1.0,1,0.00020128489,0.9997987,0.99959743,1
37,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
38,0.5,0.0,0.0,0,0.9992508,0.00074918545,0.99850166,1
39,0.631578947368421,0.0,0.0,0,0.9992068,0.00079324254,0.99841356,1
40,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
41,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
42,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
43,0.7,0.0,0.0,0,0.99421376,0.0057862424,0.9884275,1
44,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
45,0.8571428571428571,0.0,0.0,0,0.97574276,0.024257248,0.9514855,1
46,0.6428571428571429,0.0,0.0,0,0.9992068,0.00079324254,0.99841356,1
47,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
48,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
49,0.631578947368421,0.2727272727272727,0.0,0,0.99913824,0.0008617854,0.9982765,1
50,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
51,0.4324324324324324,0.125,0.0,0,0.99968976,0.0003102441,0.9993795,1
52,0.3333333333333333,0.0,0.0,0,0.99776536,0.0022346228,0.9955307,1
53,0.3333333333333333,0.0,0.0,0,0.99776536,0.0022346228,0.9955307,1
54,0.2777777777777778,0.0,0.0,0,0.9870485,0.012951506,0.974097,1
55,0.7222222222222222,0.0,0.0,0,0.99421376,0.0057862424,0.9884275,1
56,0.5333333333333333,0.0,0.0,0,0.9958366,0.004163357,0.99167323,1
57,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
58,0.5333333333333333,0.0,0.0,0,0.9958366,0.004163357,0.99167323,1
59,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
60,0.5333333333333333,0.0,0.0,0,0.9958366,0.004163357,0.99167323,1
61,0.3870967741935484,0.2,0.0,0,0.99934113,0.00065885787,0.99868226,1
62,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
63,0.8387096774193549,0.0,0.0,0,0.9938392,0.0061608003,0.9876784,1
64,0.5,0.0,0.0,0,0.9992508,0.00074918545,0.99850166,1
65,0.5333333333333333,0.0,0.0,0,0.9958366,0.004163357,0.99167323,1
66,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
67,0.48,0.2857142857142857,0.0,0,0.9773298,0.022670198,0.9546596,1
68,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
69,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
70,1.0,1.0,1.0,1,0.0005337596,0.99946624,0.9989325,1
