,Produktname_dic3,Modell_Liste_3g,is_match,pred,probabilties_0,probabilties_1,AbsDiff,signifikant_diff
0,1.0,1.0,1.0,1,0.0034451485,0.99655485,0.9931097,1
1,0.6153846153846154,0.0,0.0,0,0.9987409,0.0012591099,0.9974818,1
2,0.5333333333333333,0.0,0.0,0,0.99061805,0.009381962,0.9812361,1
3,0.6153846153846154,0.0,0.0,0,0.9987409,0.0012591099,0.9974818,1
4,0.5161290322580645,0.0,0.0,0,0.99748707,0.0025129595,0.99497414,1
5,0.5925925925925926,0.0,0.0,0,0.99852866,0.0014713123,0.9970573,1
6,1.0,1.0,1.0,1,0.0034451485,0.99655485,0.9931097,1
7,0.6153846153846154,0.25,1.0,0,0.9981812,0.0018187861,0.99636245,1
8,1.0,1.0,1.0,1,0.0034451485,0.99655485,0.9931097,1
9,0.5714285714285714,0.0,0.0,0,0.9988423,0.0011576969,0.9976846,1
10,0.5161290322580645,0.0,0.0,0,0.99748707,0.0025129595,0.99497414,1
11,0.5,0.0,0.0,0,0.9981509,0.0018490948,0.9963018,1
12,0.5161290322580645,0.0,0.0,0,0.99748707,0.0025129595,0.99497414,1
13,0.5925925925925926,0.0,0.0,0,0.99852866,0.0014713123,0.9970573,1
14,1.0,1.0,1.0,1,0.0034451485,0.99655485,0.9931097,1
15,0.5161290322580645,0.0,0.0,0,0.99748707,0.0025129595,0.99497414,1
16,0.5333333333333333,0.0,0.0,0,0.99061805,0.009381962,0.9812361,1
17,1.0,1.0,1.0,1,0.0034451485,0.99655485,0.9931097,1
18,0.6206896551724138,0.0,0.0,0,0.9987409,0.0012591099,0.9974818,1
19,0.5882352941176471,0.25,0.0,0,0.9983276,0.0016723704,0.9966552,1
20,0.7555555555555555,0.125,0.0,0,0.99754757,0.0024524354,0.99509513,1
21,0.4888888888888889,0.125,0.0,0,0.999,0.0009999946,0.998,1
22,0.8181818181818182,0.1428571428571428,0.0,0,0.9974956,0.002504435,0.9949912,1
23,0.8888888888888888,0.8,0.0,0,0.8968924,0.103107564,0.79378486,0
24,0.7804878048780488,0.0,0.0,0,0.98497444,0.015025548,0.9699489,1
25,0.8181818181818182,0.1428571428571428,0.0,0,0.9974956,0.002504435,0.9949912,1
26,0.8888888888888888,0.8,0.0,0,0.8968924,0.103107564,0.79378486,0
27,0.782608695652174,0.6666666666666666,0.0,0,0.97243977,0.027560236,0.94487953,1
28,1.0,1.0,1.0,1,0.0034451485,0.99655485,0.9931097,1
29,0.4,0.25,0.0,0,0.9946816,0.0053183846,0.9893632,1
30,1.0,1.0,1.0,1,0.0034451485,0.99655485,0.9931097,1
31,0.782608695652174,0.6666666666666666,0.0,0,0.97243977,0.027560236,0.94487953,1
32,0.3870967741935484,0.2,0.0,0,0.9907319,0.009268097,0.9814638,1
33,0.5,0.8333333333333334,1.0,0,0.9627029,0.03729712,0.92540574,1
34,0.4705882352941176,0.2857142857142857,0.0,0,0.9243034,0.07569658,0.8486068,0
35,0.4117647058823529,0.125,0.0,0,0.9946816,0.0053183846,0.9893632,1
36,0.4117647058823529,0.125,0.0,0,0.9946816,0.0053183846,0.9893632,1
37,1.0,1.0,1.0,1,0.0034451485,0.99655485,0.9931097,1
38,0.3428571428571428,0.25,0.0,0,0.99586296,0.004137014,0.9917259,1
39,0.48,0.0,0.0,0,0.9981509,0.0018490948,0.9963018,1
40,0.2702702702702703,0.0,0.0,0,0.96571666,0.034283314,0.9314333,1
41,0.2702702702702703,0.0,0.0,0,0.96571666,0.034283314,0.9314333,1
42,0.7368421052631579,0.0,0.0,0,0.98335123,0.016648747,0.96670246,1
43,0.3225806451612903,0.0,0.0,0,0.99491054,0.0050894544,0.9898211,1
44,0.7368421052631579,0.0,0.0,0,0.98335123,0.016648747,0.96670246,1
45,0.8648648648648649,0.0,1.0,0,0.9822983,0.017701698,0.9645966,1
46,0.5161290322580645,0.0,0.0,0,0.99748707,0.0025129595,0.99497414,1
47,0.5161290322580645,0.0,0.0,0,0.99748707,0.0025129595,0.99497414,1
48,0.3125,0.0,0.0,0,0.9929504,0.0070496188,0.98590076,1
49,0.8,0.0,1.0,0,0.98497444,0.015025548,0.9699489,1
50,0.3125,0.0,0.0,0,0.9929504,0.0070496188,0.98590076,1
51,0.3225806451612903,0.0,0.0,0,0.99491054,0.0050894544,0.9898211,1
52,0.7441860465116279,0.1666666666666666,0.0,0,0.99754757,0.0024524354,0.99509513,1
53,1.0,1.0,1.0,1,0.0034451485,0.99655485,0.9931097,1
54,0.6206896551724138,0.0,0.0,0,0.9987409,0.0012591099,0.9974818,1
55,0.2285714285714285,0.0,0.0,0,0.96571666,0.034283314,0.9314333,1
56,0.4347826086956521,0.0,0.0,0,0.9884157,0.011584295,0.97683144,1
57,0.7857142857142857,0.0,0.0,0,0.98497444,0.015025548,0.9699489,1
58,1.0,1.0,1.0,1,0.0034451485,0.99655485,0.9931097,1
59,0.7142857142857143,0.0,0.0,0,0.98335123,0.016648747,0.96670246,1
60,0.2941176470588235,0.0,0.0,0,0.96571666,0.034283314,0.9314333,1
61,0.4545454545454545,0.0,1.0,0,0.9929504,0.0070496188,0.98590076,1
62,0.8148148148148148,0.0,0.0,0,0.98497444,0.015025548,0.9699489,1
63,0.8148148148148148,0.0,0.0,0,0.98497444,0.015025548,0.9699489,1
64,1.0,1.0,1.0,1,0.0034451485,0.99655485,0.9931097,1
65,0.5806451612903226,0.5,0.0,0,0.9678145,0.032185506,0.935629,1
66,0.6111111111111112,0.0,0.0,0,0.99852866,0.0014713123,0.9970573,1
67,0.4864864864864865,0.0,0.0,0,0.9981509,0.0018490948,0.9963018,1
68,0.5555555555555556,0.0,0.0,0,0.99847203,0.0015279694,0.99694407,1
69,0.5555555555555556,0.0,0.0,0,0.99847203,0.0015279694,0.99694407,1
70,0.4736842105263157,0.0,0.0,0,0.9981509,0.0018490948,0.9963018,1
71,0.5555555555555556,0.0,0.0,0,0.99847203,0.0015279694,0.99694407,1
72,0.5714285714285714,0.0,0.0,0,0.9988423,0.0011576969,0.9976846,1
73,1.0,1.0,1.0,1,0.0034451485,0.99655485,0.9931097,1
74,0.5806451612903226,0.5,0.0,0,0.9678145,0.032185506,0.935629,1
75,0.5806451612903226,0.5,0.0,0,0.9678145,0.032185506,0.935629,1
76,1.0,1.0,1.0,1,0.0034451485,0.99655485,0.9931097,1
77,0.3428571428571428,0.25,0.0,0,0.99586296,0.004137014,0.9917259,1
78,0.3428571428571428,0.25,0.0,0,0.99586296,0.004137014,0.9917259,1
79,0.4117647058823529,0.3333333333333333,0.0,0,0.9627029,0.03729712,0.92540574,1
80,1.0,1.0,1.0,1,0.0034451485,0.99655485,0.9931097,1
81,0.8695652173913043,0.3333333333333333,0.0,0,0.9613814,0.03861863,0.92276275,1
