,MPN_Liste_TruncateBegin20,EAN_Liste_TruncateBegin20,Produktname_dic3,Modell_Liste_3g,Digital_zoom_NumMaxProz30,optischer_zoom_NumMaxProz30,Breite_NumMaxProz30,Höhe_NumMaxProz30,Gewicht_NumMaxProz30,Sensortyp_Jaccard3,is_match,pred,probabilties_0,probabilties_1,AbsDiff,signifikant_diff
0,,,1.0,1.0,,,,,,,1.0,1,0.00086152554,0.9991385,0.99827695,1
1,,,0.8695652173913043,0.3333333333333333,,,,,,,0.0,0,0.9998142,0.00018579619,0.9996284,1
2,,,1.0,1.0,,,,,,,1.0,1,0.00086152554,0.9991385,0.99827695,1
3,,,0.7659574468085106,0.3,,,,,,,0.0,0,0.99990493,9.507632e-05,0.99980986,1
4,,,0.8695652173913043,0.3333333333333333,,,,,,,0.0,0,0.9998142,0.00018579619,0.9996284,1
5,,,0.8695652173913043,0.3333333333333333,,,,,,,0.0,0,0.9998142,0.00018579619,0.9996284,1
6,,,0.7659574468085106,0.3,,,,,,,0.0,0,0.99990493,9.507632e-05,0.99980986,1
7,,,1.0,1.0,,,,,,,1.0,1,0.00086152554,0.9991385,0.99827695,1
8,,,1.0,1.0,,,,,,,1.0,1,0.00086152554,0.9991385,0.99827695,1
9,,,0.8636363636363636,0.25,,,,,,,0.0,0,0.9998142,0.00018579619,0.9996284,1
10,,,0.6363636363636364,0.0,,,,,,,0.0,0,0.99987394,0.000126064,0.9997479,1
11,,,0.6363636363636364,0.0,,,,,,,0.0,0,0.99987394,0.000126064,0.9997479,1
12,,,1.0,1.0,,,,,,,1.0,1,0.00086152554,0.9991385,0.99827695,1
13,,,0.6363636363636364,0.0,,,,,,,0.0,0,0.99987394,0.000126064,0.9997479,1
14,,,0.5185185185185185,0.0,,,,,,,0.0,0,0.99994576,5.4252054e-05,0.9998915,1
15,,,0.5185185185185185,0.0,,,,,,,0.0,0,0.99994576,5.4252054e-05,0.9998915,1
16,,,0.8148148148148148,0.5,,,,,,,0.0,0,0.9977686,0.0022314081,0.99553716,1
17,,,1.0,1.0,,,,,,,1.0,1,0.00086152554,0.9991385,0.99827695,1
18,,,0.2941176470588235,0.0,,,,,,,0.0,0,0.99993443,6.557667e-05,0.99986887,1
19,,,1.0,1.0,,,,,,,1.0,1,0.00086152554,0.9991385,0.99827695,1
20,,,0.8148148148148148,0.5,,,,,,,0.0,0,0.9977686,0.0022314081,0.99553716,1
21,,,0.303030303030303,0.0,,,,,,,0.0,0,0.99993443,6.557667e-05,0.99986887,1
22,,,1.0,1.0,,,,,,,1.0,1,0.00086152554,0.9991385,0.99827695,1
23,,,1.0,1.0,,,,,,,1.0,1,0.00086152554,0.9991385,0.99827695,1
24,,,0.5806451612903226,0.5,,,,,,,0.0,0,0.99249524,0.007504772,0.9849905,1
25,,,0.5806451612903226,0.5,,,,,,,0.0,0,0.99249524,0.007504772,0.9849905,1
26,,,1.0,1.0,,,,,,,1.0,1,0.00086152554,0.9991385,0.99827695,1
27,,,0.8292682926829268,0.25,,,,,,,1.0,0,0.99987966,0.0001203237,0.9997593,1
28,,,0.8181818181818182,0.1428571428571428,,,,,,,0.0,0,0.9998441,0.00015592569,0.99968815,1
29,,,0.8181818181818182,0.1428571428571428,,,,,,,0.0,0,0.9998441,0.00015592569,0.99968815,1
30,,,0.8636363636363636,0.3333333333333333,,,,,,,0.0,0,0.9998142,0.00018579619,0.9996284,1
31,,,0.8636363636363636,0.3333333333333333,,,,,,,0.0,0,0.9998142,0.00018579619,0.9996284,1
32,,,0.8181818181818182,0.1428571428571428,,,,,,,0.0,0,0.9998441,0.00015592569,0.99968815,1
33,,,0.7317073170731707,0.0,,,,,,,0.0,0,0.99872494,0.0012750633,0.9974499,1
34,,,0.8181818181818182,0.1428571428571428,,,,,,,0.0,0,0.9998441,0.00015592569,0.99968815,1
35,,,0.8181818181818182,0.1428571428571428,,,,,,,0.0,0,0.9998441,0.00015592569,0.99968815,1
36,,,0.8181818181818182,0.1428571428571428,,,,,,,0.0,0,0.9998441,0.00015592569,0.99968815,1
37,,,0.8181818181818182,0.1428571428571428,,,,,,,0.0,0,0.9998441,0.00015592569,0.99968815,1
38,,,0.8181818181818182,0.1428571428571428,,,,,,,0.0,0,0.9998441,0.00015592569,0.99968815,1
39,,,0.7317073170731707,0.0,,,,,,,0.0,0,0.99872494,0.0012750633,0.9974499,1
40,,,1.0,1.0,,,,,,,1.0,1,0.00086152554,0.9991385,0.99827695,1
41,,,0.8181818181818182,0.1428571428571428,,,,,,,0.0,0,0.9998441,0.00015592569,0.99968815,1
42,,,0.8181818181818182,0.1428571428571428,,,,,,,0.0,0,0.9998441,0.00015592569,0.99968815,1
43,,,0.8181818181818182,0.1428571428571428,,,,,,,0.0,0,0.9998441,0.00015592569,0.99968815,1
44,,,0.8181818181818182,0.1428571428571428,,,,,,,0.0,0,0.9998441,0.00015592569,0.99968815,1
45,,,0.7317073170731707,0.0,,,,,,,0.0,0,0.99872494,0.0012750633,0.9974499,1
