,sim_vec_file,performance
0,www.ebay.com_www.henrys.com.csvCluster_Cluster_19.pkl.csv,0.9563758389261745
1,www.buzzillions.com_www.eglobalcentral.co.uk.csvCluster_Cluster_5.pkl.csv,0.9464285714285714
2,www.camerafarm.com.au_www.gosale.com.csvCluster_Cluster_17.pkl.csv,0.9
3,www.ilgs.net_www.henrys.com.csvCluster_Cluster_11.pkl.csv,0.8913043478260869
4,buy.net_www.price-hunt.com.csvCluster_Cluster_0.pkl.csv,0.9483870967741935
5,www.canon-europe.com_www.price-hunt.com.csvCluster_Cluster_11.pkl.csv,1.0
6,www.canon-europe.com_www.pcconnection.com.csvCluster_Cluster_20.pkl.csv,1.0
7,www.camerafarm.com.au_www.ilgs.net.csvCluster_Cluster_2.pkl.csv,0.6666666666666666
8,www.gosale.com_www.eglobalcentral.co.uk.csvCluster_Cluster_17.pkl.csv,0.9556962025316456
9,www.ebay.com_www.price-hunt.com.csvCluster_Cluster_19.pkl.csv,0.9699727024567789
10,buy.net_www.henrys.com.csvCluster_Cluster_11.pkl.csv,0.9689922480620154
11,www.garricks.com.au_cammarkt.com.csvCluster_Cluster_8.pkl.csv,0.8857142857142857
12,www.wexphotographic.com_www.gosale.com.csvCluster_Cluster_4.pkl.csv,0.9124087591240876
13,buy.net_www.priceme.co.nz.csvCluster_Cluster_17.pkl.csv,0.9592875318066157
14,www.camerafarm.com.au_www.garricks.com.au.csvCluster_Cluster_17.pkl.csv,0.8928571428571429
15,www.wexphotographic.com_www.ebay.com.csvCluster_Cluster_19.pkl.csv,0.9338235294117647
16,www.buzzillions.com_cammarkt.com.csvCluster_Cluster_9.pkl.csv,0.958904109589041
17,www.gosale.com_www.henrys.com.csvCluster_Cluster_5.pkl.csv,0.9359605911330049
18,www.shopbot.com.au_www.henrys.com.csvCluster_Cluster_2.pkl.csv,0.9473684210526315
19,cammarkt.com_www.pcconnection.com.csvCluster_Cluster_21.pkl.csv,1.0
20,www.camerafarm.com.au_www.shopbot.com.au.csvCluster_Cluster_17.pkl.csv,0.8028169014084507
21,www.garricks.com.au_www.ebay.com.csvCluster_Cluster_7.pkl.csv,0.9484240687679083
22,www.gosale.com_www.price-hunt.com.csvCluster_Cluster_4.pkl.csv,0.9362880886426593
23,www.shopbot.com.au_www.eglobalcentral.co.uk.csvCluster_Cluster_14.pkl.csv,0.9470198675496688
24,www.ilgs.net_cammarkt.com.csvCluster_Cluster_18.pkl.csv,0.7272727272727273
25,www.eglobalcentral.co.uk_www.priceme.co.nz.csvCluster_Cluster_17.pkl.csv,0.9553072625698324
26,www.garricks.com.au_www.priceme.co.nz.csvCluster_Cluster_17.pkl.csv,0.9285714285714286
27,www.ebay.com_www.eglobalcentral.co.uk.csvCluster_Cluster_6.pkl.csv,0.968421052631579
28,www.price-hunt.com_www.pcconnection.com.csvCluster_Cluster_21.pkl.csv,0.9130434782608695
29,buy.net_www.garricks.com.au.csvCluster_Cluster_8.pkl.csv,0.9285714285714286
30,buy.net_www.gosale.com.csvCluster_Cluster_4.pkl.csv,0.9799498746867168
31,www.canon-europe.com_www.henrys.com.csvCluster_Cluster_11.pkl.csv,1.0
32,www.garricks.com.au_www.shopbot.com.au.csvCluster_Cluster_17.pkl.csv,0.923728813559322
33,www.buzzillions.com_www.camerafarm.com.au.csvCluster_Cluster_17.pkl.csv,0.9387755102040817
34,buy.net_www.ebay.com.csvCluster_Cluster_19.pkl.csv,0.9688581314878892
35,buy.net_www.eglobalcentral.co.uk.csvCluster_Cluster_16.pkl.csv,0.9117647058823529
36,www.shopbot.com.au_www.priceme.co.nz.csvCluster_Cluster_17.pkl.csv,0.966412213740458
37,www.ebay.com_cammarkt.com.csvCluster_Cluster_5.pkl.csv,0.9652777777777778
38,www.buzzillions.com_www.gosale.com.csvCluster_Cluster_12.pkl.csv,0.9595141700404858
39,www.ebay.com_www.gosale.com.csvCluster_Cluster_12.pkl.csv,0.9688041594454073
40,buy.net_www.wexphotographic.com.csvCluster_Cluster_0.pkl.csv,0.9885057471264368
41,www.priceme.co.nz_www.pcconnection.com.csvCluster_Cluster_10.pkl.csv,0.9723502304147466
42,www.shopbot.com.au_www.gosale.com.csvCluster_Cluster_15.pkl.csv,0.9525267993874426
43,www.buzzillions.com_www.priceme.co.nz.csvCluster_Cluster_10.pkl.csv,0.9635157545605307
