,sim_vec_file,model,performance
0,www.ebay.com_www.priceme.co.nz.csv,Original cluster model www.ebay.com_www.priceme.co.nz.csv,0.9280868385345998
1,buy.net_www.ebay.com.csv,Original cluster model www.buzzillions.com_www.ebay.com.csv,0.8704663212435234
2,www.eglobalcentral.co.uk_www.priceme.co.nz.csv,Original cluster model www.shopbot.com.au_www.priceme.co.nz.csv,0.959349593495935
3,www.camerafarm.com.au_www.henrys.com.csv,Original cluster model buy.net_www.camerafarm.com.au.csv,0.9387755102040816
4,buy.net_cammarkt.com.csv,Original cluster model buy.net_cammarkt.com.csv,0.9795918367346939
5,www.buzzillions.com_www.pcconnection.com.csv,Original cluster model www.buzzillions.com_www.pcconnection.com.csv,0.9836065573770492
6,www.ebay.com_www.henrys.com.csv,Original cluster model www.buzzillions.com_www.ebay.com.csv,0.7928994082840236
7,www.shopbot.com.au_www.price-hunt.com.csv,Original cluster model buy.net_www.shopbot.com.au.csv,0.7702702702702703
8,www.wexphotographic.com_www.price-hunt.com.csv,Original cluster model www.wexphotographic.com_www.henrys.com.csv,0.9210526315789475
9,cammarkt.com_www.pcconnection.com.csv,Original cluster model buy.net_www.pcconnection.com.csv,0.9500000000000001
10,www.ebay.com_www.eglobalcentral.co.uk.csv,Original cluster model www.ebay.com_www.shopbot.com.au.csv,0.9133858267716536
11,www.buzzillions.com_www.price-hunt.com.csv,Original cluster model www.buzzillions.com_buy.net.csv,0.8672566371681416
12,www.garricks.com.au_www.eglobalcentral.co.uk.csv,Original cluster model www.shopbot.com.au_www.priceme.co.nz.csv,0.9841269841269841
13,www.price-hunt.com_www.pcconnection.com.csv,Original cluster model buy.net_www.pcconnection.com.csv,0.8421052631578948
14,www.gosale.com_www.eglobalcentral.co.uk.csv,Original cluster model www.shopbot.com.au_www.priceme.co.nz.csv,0.9247311827956989
15,www.garricks.com.au_www.pcconnection.com.csv,Original cluster model buy.net_www.pcconnection.com.csv,0.90625
16,www.camerafarm.com.au_www.pcconnection.com.csv,Original cluster model www.shopbot.com.au_www.henrys.com.csv,0.8125000000000001
17,www.garricks.com.au_www.henrys.com.csv,Original cluster model buy.net_www.garricks.com.au.csv,0.9743589743589743
18,www.canon-europe.com_www.eglobalcentral.co.uk.csv,Original cluster model www.eglobalcentral.co.uk_www.price-hunt.com.csv,0.6666666666666666
19,www.canon-europe.com_www.shopbot.com.au.csv,Original cluster model www.eglobalcentral.co.uk_www.price-hunt.com.csv,0.8518518518518519
20,www.garricks.com.au_www.ilgs.net.csv,Original cluster model buy.net_www.garricks.com.au.csv,0.9333333333333333
21,buy.net_www.canon-europe.com.csv,Original cluster model www.eglobalcentral.co.uk_www.price-hunt.com.csv,0.888888888888889
