,sim_vec_file,performance
0,www.ebay.com_www.henrys.com.csvCluster_Cluster_19.pkl.csv,0.9731543624161074
1,www.buzzillions.com_www.eglobalcentral.co.uk.csvCluster_Cluster_5.pkl.csv,0.9464285714285714
2,www.camerafarm.com.au_www.gosale.com.csvCluster_Cluster_17.pkl.csv,0.9125
3,www.ilgs.net_www.henrys.com.csvCluster_Cluster_11.pkl.csv,0.8695652173913043
4,buy.net_www.price-hunt.com.csvCluster_Cluster_0.pkl.csv,1.0
5,www.canon-europe.com_www.price-hunt.com.csvCluster_Cluster_11.pkl.csv,0.9814814814814815
6,www.canon-europe.com_www.pcconnection.com.csvCluster_Cluster_20.pkl.csv,1.0
7,www.camerafarm.com.au_www.ilgs.net.csvCluster_Cluster_2.pkl.csv,0.6
8,www.gosale.com_www.eglobalcentral.co.uk.csvCluster_Cluster_17.pkl.csv,0.9810126582278481
9,www.ebay.com_www.price-hunt.com.csvCluster_Cluster_19.pkl.csv,0.9818016378525932
10,buy.net_www.henrys.com.csvCluster_Cluster_11.pkl.csv,1.0
11,www.garricks.com.au_cammarkt.com.csvCluster_Cluster_8.pkl.csv,0.9714285714285714
12,www.wexphotographic.com_www.gosale.com.csvCluster_Cluster_4.pkl.csv,0.9562043795620438
13,buy.net_www.priceme.co.nz.csvCluster_Cluster_17.pkl.csv,0.9796437659033079
14,www.camerafarm.com.au_www.garricks.com.au.csvCluster_Cluster_17.pkl.csv,0.9285714285714286
15,www.wexphotographic.com_www.ebay.com.csvCluster_Cluster_19.pkl.csv,0.9730392156862745
16,www.buzzillions.com_cammarkt.com.csvCluster_Cluster_9.pkl.csv,0.952054794520548
17,www.gosale.com_www.henrys.com.csvCluster_Cluster_5.pkl.csv,0.9556650246305419
18,www.shopbot.com.au_www.henrys.com.csvCluster_Cluster_2.pkl.csv,1.0
19,cammarkt.com_www.pcconnection.com.csvCluster_Cluster_21.pkl.csv,0.95
20,www.camerafarm.com.au_www.shopbot.com.au.csvCluster_Cluster_17.pkl.csv,0.8732394366197183
21,www.garricks.com.au_www.ebay.com.csvCluster_Cluster_7.pkl.csv,0.9742120343839542
22,www.gosale.com_www.price-hunt.com.csvCluster_Cluster_4.pkl.csv,0.96398891966759
23,www.shopbot.com.au_www.eglobalcentral.co.uk.csvCluster_Cluster_14.pkl.csv,0.9933774834437086
24,www.ilgs.net_cammarkt.com.csvCluster_Cluster_18.pkl.csv,0.8181818181818182
25,www.eglobalcentral.co.uk_www.priceme.co.nz.csvCluster_Cluster_17.pkl.csv,0.9776536312849162
26,www.garricks.com.au_www.priceme.co.nz.csvCluster_Cluster_17.pkl.csv,0.9571428571428572
27,www.ebay.com_www.eglobalcentral.co.uk.csvCluster_Cluster_6.pkl.csv,0.9936842105263158
28,www.price-hunt.com_www.pcconnection.com.csvCluster_Cluster_21.pkl.csv,0.9347826086956522
29,buy.net_www.garricks.com.au.csvCluster_Cluster_8.pkl.csv,1.0
30,buy.net_www.gosale.com.csvCluster_Cluster_4.pkl.csv,0.9974937343358395
31,www.canon-europe.com_www.henrys.com.csvCluster_Cluster_11.pkl.csv,1.0
32,www.garricks.com.au_www.shopbot.com.au.csvCluster_Cluster_17.pkl.csv,0.9576271186440678
33,www.buzzillions.com_www.camerafarm.com.au.csvCluster_Cluster_17.pkl.csv,0.9387755102040817
34,buy.net_www.ebay.com.csvCluster_Cluster_19.pkl.csv,0.9792387543252595
35,buy.net_www.eglobalcentral.co.uk.csvCluster_Cluster_16.pkl.csv,0.9803921568627451
36,www.shopbot.com.au_www.priceme.co.nz.csvCluster_Cluster_17.pkl.csv,0.9954198473282443
37,www.ebay.com_cammarkt.com.csvCluster_Cluster_5.pkl.csv,1.0
38,www.buzzillions.com_www.gosale.com.csvCluster_Cluster_12.pkl.csv,0.9622132253711201
39,www.ebay.com_www.gosale.com.csvCluster_Cluster_12.pkl.csv,0.9979202772963605
40,buy.net_www.wexphotographic.com.csvCluster_Cluster_0.pkl.csv,0.9310344827586207
41,www.priceme.co.nz_www.pcconnection.com.csvCluster_Cluster_10.pkl.csv,0.9769585253456221
42,www.shopbot.com.au_www.gosale.com.csvCluster_Cluster_15.pkl.csv,0.9785604900459418
43,www.buzzillions.com_www.priceme.co.nz.csvCluster_Cluster_10.pkl.csv,0.9966832504145937
44,www.canon-europe.com_www.eglobalcentral.co.uk.csvCluster_Cluster_20.pkl.csv,0.9722222222222222
45,www.shopbot.com.au_cammarkt.com.csvCluster_Cluster_14.pkl.csv,0.95
46,www.canon-europe.com_www.wexphotographic.com.csvCluster_Cluster_20.pkl.csv,1.0
47,buy.net_www.shopbot.com.au.csvCluster_Cluster_16.pkl.csv,1.0
48,www.ilgs.net_www.gosale.com.csvCluster_Cluster_12.pkl.csv,0.9619047619047619
49,www.buzzillions.com_www.ilgs.net.csvCluster_Cluster_12.pkl.csv,0.9491525423728814
50,www.ebay.com_www.priceme.co.nz.csvCluster_Cluster_15.pkl.csv,0.9933829611248967
51,buy.net_www.pcconnection.com.csvCluster_Cluster_21.pkl.csv,1.0
52,www.wexphotographic.com_www.price-hunt.com.csvCluster_Cluster_13.pkl.csv,0.974025974025974
53,www.garricks.com.au_www.price-hunt.com.csvCluster_Cluster_21.pkl.csv,0.890625
54,www.camerafarm.com.au_www.pcconnection.com.csvCluster_Cluster_2.pkl.csv,0.8571428571428571
55,www.camerafarm.com.au_www.canon-europe.com.csvCluster_Cluster_20.pkl.csv,0.9705882352941176
56,www.wexphotographic.com_www.henrys.com.csvCluster_Cluster_13.pkl.csv,1.0
57,buy.net_cammarkt.com.csvCluster_Cluster_18.pkl.csv,0.9863013698630136
