,record_compared_1,record_compared_2,recId,recId,is_match
0,5f3ba61e3fd5b671b220045d,5f3ba61f3fd5b671b220132a,656,656,1
1,5f3ba61e3fd5b671b2200472,5f3ba61f3fd5b671b220142e,97,97,1
2,5f3ba61e3fd5b671b22004b4,5f3ba61f3fd5b671b220142e,97,97,1
3,5f3ba61e3fd5b671b22004d6,5f3ba61f3fd5b671b220142e,97,97,1
4,5f3ba61e3fd5b671b220047f,5f3ba61f3fd5b671b2201499,72,72,1
5,5f3ba61e3fd5b671b220047f,5f3ba61f3fd5b671b220141f,72,72,1
6,5f3ba61e3fd5b671b220047f,5f3ba61f3fd5b671b2201334,72,72,1
7,5f3ba61e3fd5b671b2200496,5f3ba61f3fd5b671b2201486,66,66,1
8,5f3ba61e3fd5b671b22004d1,5f3ba61f3fd5b671b2201486,66,66,1
9,5f3ba61e3fd5b671b22004a2,5f3ba61f3fd5b671b2201486,66,66,1
10,5f3ba61e3fd5b671b22004cb,5f3ba61f3fd5b671b2201486,66,66,1
11,5f3ba61e3fd5b671b220049d,5f3ba61f3fd5b671b220139b,1334,1334,1
12,5f3ba61e3fd5b671b2200468,5f3ba61f3fd5b671b220139b,1334,1334,1
13,5f3ba61e3fd5b671b220049e,5f3ba61f3fd5b671b22013ec,17,17,1
14,5f3ba61e3fd5b671b22004aa,5f3ba61f3fd5b671b22012b4,174,174,1
15,5f3ba61e3fd5b671b22004c7,5f3ba61f3fd5b671b22012b4,174,174,1
16,5f3ba61e3fd5b671b2200460,5f3ba61f3fd5b671b2201430,198,198,1
17,5f3ba61e3fd5b671b22004d4,5f3ba61f3fd5b671b2201430,198,198,1
18,5f3ba61e3fd5b671b22004db,5f3ba61f3fd5b671b2201430,198,198,1
19,5f3ba61e3fd5b671b220046e,5f3ba61f3fd5b671b2201275,1406,1406,1
20,5f3ba61e3fd5b671b22004b7,5f3ba61f3fd5b671b2201275,1406,1406,1
21,5f3ba61e3fd5b671b220046f,5f3ba61f3fd5b671b22012fc,22,22,1
22,5f3ba61e3fd5b671b2200498,5f3ba61f3fd5b671b22012fc,22,22,1
23,5f3ba61e3fd5b671b22004c3,5f3ba61f3fd5b671b22012fc,22,22,1
24,5f3ba61e3fd5b671b22004d8,5f3ba61f3fd5b671b22012fc,22,22,1
25,5f3ba61e3fd5b671b220048c,5f3ba61f3fd5b671b22014c1,76,76,1
