,record_compared_1,record_compared_2,recId,recId,is_match
0,5f3ba6213fd5b671b22054a9,5f3ba6213fd5b671b22051d8,165,165,1
1,5f3ba6213fd5b671b22054a9,5f3ba6213fd5b671b2205293,165,165,1
2,5f3ba6213fd5b671b22054a9,5f3ba6213fd5b671b220526e,165,165,1
3,5f3ba6223fd5b671b22055a7,5f3ba6213fd5b671b22051d8,165,165,1
4,5f3ba6223fd5b671b22055a7,5f3ba6213fd5b671b2205293,165,165,1
5,5f3ba6223fd5b671b22055a7,5f3ba6213fd5b671b220526e,165,165,1
6,5f3ba6213fd5b671b22054be,5f3ba6213fd5b671b2205285,83,83,1
7,5f3ba6213fd5b671b22054be,5f3ba6213fd5b671b22051dc,83,83,1
8,5f3ba6213fd5b671b22054be,5f3ba6213fd5b671b2205235,83,83,1
9,5f3ba6213fd5b671b22054be,5f3ba6213fd5b671b2205267,83,83,1
10,5f3ba6223fd5b671b22055be,5f3ba6213fd5b671b2205285,83,83,1
11,5f3ba6223fd5b671b22055be,5f3ba6213fd5b671b22051dc,83,83,1
12,5f3ba6223fd5b671b22055be,5f3ba6213fd5b671b2205235,83,83,1
13,5f3ba6223fd5b671b22055be,5f3ba6213fd5b671b2205267,83,83,1
14,5f3ba6223fd5b671b22055c4,5f3ba6213fd5b671b2205285,83,83,1
15,5f3ba6223fd5b671b22055c4,5f3ba6213fd5b671b22051dc,83,83,1
16,5f3ba6223fd5b671b22055c4,5f3ba6213fd5b671b2205235,83,83,1
17,5f3ba6223fd5b671b22055c4,5f3ba6213fd5b671b2205267,83,83,1
18,5f3ba6213fd5b671b2205559,5f3ba6213fd5b671b2205285,83,83,1
19,5f3ba6213fd5b671b2205559,5f3ba6213fd5b671b22051dc,83,83,1
20,5f3ba6213fd5b671b2205559,5f3ba6213fd5b671b2205235,83,83,1
21,5f3ba6213fd5b671b2205559,5f3ba6213fd5b671b2205267,83,83,1
22,5f3ba6213fd5b671b220553b,5f3ba6213fd5b671b2205285,83,83,1
23,5f3ba6213fd5b671b220553b,5f3ba6213fd5b671b22051dc,83,83,1
24,5f3ba6213fd5b671b220553b,5f3ba6213fd5b671b2205235,83,83,1
25,5f3ba6213fd5b671b220553b,5f3ba6213fd5b671b2205267,83,83,1
26,5f3ba6223fd5b671b220556e,5f3ba6213fd5b671b2205285,83,83,1
27,5f3ba6223fd5b671b220556e,5f3ba6213fd5b671b22051dc,83,83,1
28,5f3ba6223fd5b671b220556e,5f3ba6213fd5b671b2205235,83,83,1
29,5f3ba6223fd5b671b220556e,5f3ba6213fd5b671b2205267,83,83,1
30,5f3ba6213fd5b671b22054f2,5f3ba6213fd5b671b2205218,61,61,1
31,5f3ba6213fd5b671b22054f2,5f3ba6213fd5b671b220521f,61,61,1
32,5f3ba6213fd5b671b2205500,5f3ba6213fd5b671b2205221,162,162,1
33,5f3ba6213fd5b671b2205516,5f3ba6213fd5b671b2205266,174,174,1
34,5f3ba6213fd5b671b2205516,5f3ba6213fd5b671b220528f,174,174,1
35,5f3ba6213fd5b671b2205523,5f3ba6213fd5b671b22051e8,238,238,1
36,5f3ba6223fd5b671b22055ad,5f3ba6213fd5b671b22051e8,238,238,1
37,5f3ba6223fd5b671b22055c2,5f3ba6213fd5b671b22051e8,238,238,1
38,5f3ba6213fd5b671b2205543,5f3ba6213fd5b671b22051e8,238,238,1
39,5f3ba6213fd5b671b22054ae,5f3ba6213fd5b671b22051e8,238,238,1
40,5f3ba6213fd5b671b2205546,5f3ba6213fd5b671b22051e8,238,238,1
41,5f3ba6213fd5b671b2205529,5f3ba6213fd5b671b2205283,125,125,1
42,5f3ba6213fd5b671b2205529,5f3ba6213fd5b671b220524e,125,125,1
43,5f3ba6213fd5b671b22054b1,5f3ba6213fd5b671b2205283,125,125,1
44,5f3ba6213fd5b671b22054b1,5f3ba6213fd5b671b220524e,125,125,1
45,5f3ba6213fd5b671b2205503,5f3ba6213fd5b671b2205283,125,125,1
46,5f3ba6213fd5b671b2205503,5f3ba6213fd5b671b220524e,125,125,1
47,5f3ba6213fd5b671b220551f,5f3ba6213fd5b671b2205283,125,125,1
48,5f3ba6213fd5b671b220551f,5f3ba6213fd5b671b220524e,125,125,1
49,5f3ba6213fd5b671b220553f,5f3ba6213fd5b671b2205250,11,11,1
50,5f3ba6213fd5b671b220553f,5f3ba6213fd5b671b220528c,11,11,1
51,5f3ba6213fd5b671b220553f,5f3ba6213fd5b671b2205216,11,11,1
52,5f3ba6213fd5b671b22054f4,5f3ba6213fd5b671b2205250,11,11,1
53,5f3ba6213fd5b671b22054f4,5f3ba6213fd5b671b220528c,11,11,1
54,5f3ba6213fd5b671b22054f4,5f3ba6213fd5b671b2205216,11,11,1
55,5f3ba6223fd5b671b22055c3,5f3ba6213fd5b671b2205250,11,11,1
56,5f3ba6223fd5b671b22055c3,5f3ba6213fd5b671b220528c,11,11,1
57,5f3ba6223fd5b671b22055c3,5f3ba6213fd5b671b2205216,11,11,1
58,5f3ba6213fd5b671b22054aa,5f3ba6213fd5b671b2205250,11,11,1
59,5f3ba6213fd5b671b22054aa,5f3ba6213fd5b671b220528c,11,11,1
60,5f3ba6213fd5b671b22054aa,5f3ba6213fd5b671b2205216,11,11,1
61,5f3ba6223fd5b671b220556c,5f3ba6213fd5b671b22051fd,14,14,1
62,5f3ba6213fd5b671b22054eb,5f3ba6213fd5b671b22051fd,14,14,1
63,5f3ba6213fd5b671b2205502,5f3ba6213fd5b671b22051fd,14,14,1
64,5f3ba6223fd5b671b220559b,5f3ba6213fd5b671b22051f6,136,136,1
65,5f3ba6223fd5b671b220559b,5f3ba6213fd5b671b22051e7,136,136,1
66,5f3ba6223fd5b671b220559b,5f3ba6213fd5b671b2205211,136,136,1
