,record_compared_1,record_compared_2,recId,recId,is_match
0,5f3ba61e3fd5b671b220016c,5f3ba6213fd5b671b22054db,63,63,1
1,5f3ba61e3fd5b671b2200194,5f3ba6213fd5b671b22054db,63,63,1
2,5f3ba61e3fd5b671b22001ac,5f3ba6213fd5b671b22054db,63,63,1
3,5f3ba61e3fd5b671b22001bc,5f3ba6213fd5b671b22054db,63,63,1
4,5f3ba61e3fd5b671b2200179,5f3ba6223fd5b671b2205578,16,16,1
5,5f3ba61e3fd5b671b2200179,5f3ba6223fd5b671b2205593,16,16,1
6,5f3ba61e3fd5b671b220017c,5f3ba6223fd5b671b2205578,16,16,1
7,5f3ba61e3fd5b671b220017c,5f3ba6223fd5b671b2205593,16,16,1
8,5f3ba61e3fd5b671b2200182,5f3ba6223fd5b671b2205578,16,16,1
9,5f3ba61e3fd5b671b2200182,5f3ba6223fd5b671b2205593,16,16,1
10,5f3ba61e3fd5b671b220019f,5f3ba6223fd5b671b2205578,16,16,1
11,5f3ba61e3fd5b671b220019f,5f3ba6223fd5b671b2205593,16,16,1
12,5f3ba61e3fd5b671b22001b3,5f3ba6223fd5b671b2205578,16,16,1
13,5f3ba61e3fd5b671b22001b3,5f3ba6223fd5b671b2205593,16,16,1
14,5f3ba61e3fd5b671b22001d2,5f3ba6223fd5b671b2205578,16,16,1
15,5f3ba61e3fd5b671b22001d2,5f3ba6223fd5b671b2205593,16,16,1
16,5f3ba61e3fd5b671b22001d8,5f3ba6223fd5b671b2205578,16,16,1
17,5f3ba61e3fd5b671b22001d8,5f3ba6223fd5b671b2205593,16,16,1
18,5f3ba61e3fd5b671b220017a,5f3ba6213fd5b671b22054e0,269,269,1
19,5f3ba61e3fd5b671b220017a,5f3ba6213fd5b671b2205504,269,269,1
20,5f3ba61e3fd5b671b220017a,5f3ba6213fd5b671b2205509,269,269,1
21,5f3ba61e3fd5b671b220018b,5f3ba6213fd5b671b22054e0,269,269,1
22,5f3ba61e3fd5b671b220018b,5f3ba6213fd5b671b2205504,269,269,1
23,5f3ba61e3fd5b671b220018b,5f3ba6213fd5b671b2205509,269,269,1
24,5f3ba61e3fd5b671b22001b6,5f3ba6213fd5b671b22054e0,269,269,1
25,5f3ba61e3fd5b671b22001b6,5f3ba6213fd5b671b2205504,269,269,1
26,5f3ba61e3fd5b671b22001b6,5f3ba6213fd5b671b2205509,269,269,1
27,5f3ba61e3fd5b671b22001a8,5f3ba6213fd5b671b220553f,11,11,1
28,5f3ba61e3fd5b671b22001a8,5f3ba6213fd5b671b22054f4,11,11,1
29,5f3ba61e3fd5b671b22001a8,5f3ba6223fd5b671b22055c3,11,11,1
30,5f3ba61e3fd5b671b22001a8,5f3ba6213fd5b671b22054aa,11,11,1
31,5f3ba61e3fd5b671b220016d,5f3ba6213fd5b671b220553f,11,11,1
32,5f3ba61e3fd5b671b220016d,5f3ba6213fd5b671b22054f4,11,11,1
33,5f3ba61e3fd5b671b220016d,5f3ba6223fd5b671b22055c3,11,11,1
34,5f3ba61e3fd5b671b220016d,5f3ba6213fd5b671b22054aa,11,11,1
35,5f3ba61e3fd5b671b2200174,5f3ba6213fd5b671b220553f,11,11,1
36,5f3ba61e3fd5b671b2200174,5f3ba6213fd5b671b22054f4,11,11,1
37,5f3ba61e3fd5b671b2200174,5f3ba6223fd5b671b22055c3,11,11,1
38,5f3ba61e3fd5b671b2200174,5f3ba6213fd5b671b22054aa,11,11,1
39,5f3ba61e3fd5b671b22001b4,5f3ba6213fd5b671b220553f,11,11,1
40,5f3ba61e3fd5b671b22001b4,5f3ba6213fd5b671b22054f4,11,11,1
41,5f3ba61e3fd5b671b22001b4,5f3ba6223fd5b671b22055c3,11,11,1
42,5f3ba61e3fd5b671b22001b4,5f3ba6213fd5b671b22054aa,11,11,1
43,5f3ba61e3fd5b671b22001cb,5f3ba6213fd5b671b220553f,11,11,1
44,5f3ba61e3fd5b671b22001cb,5f3ba6213fd5b671b22054f4,11,11,1
45,5f3ba61e3fd5b671b22001cb,5f3ba6223fd5b671b22055c3,11,11,1
46,5f3ba61e3fd5b671b22001cb,5f3ba6213fd5b671b22054aa,11,11,1
47,5f3ba61e3fd5b671b22001d1,5f3ba6223fd5b671b2205565,160,160,1
48,5f3ba61e3fd5b671b220015b,5f3ba6213fd5b671b22054bf,675,675,1
49,5f3ba61e3fd5b671b2200161,5f3ba6213fd5b671b22054ed,506,506,1
50,5f3ba61e3fd5b671b2200173,5f3ba6213fd5b671b2205531,31,31,1
51,5f3ba61e3fd5b671b2200173,5f3ba6223fd5b671b22055dd,31,31,1
52,5f3ba61e3fd5b671b22001a9,5f3ba6213fd5b671b2205531,31,31,1
53,5f3ba61e3fd5b671b22001a9,5f3ba6223fd5b671b22055dd,31,31,1
54,5f3ba61e3fd5b671b2200158,5f3ba6213fd5b671b2205531,31,31,1
55,5f3ba61e3fd5b671b2200158,5f3ba6223fd5b671b22055dd,31,31,1
56,5f3ba61e3fd5b671b220017b,5f3ba6213fd5b671b220552f,216,216,1
57,5f3ba61e3fd5b671b2200198,5f3ba6213fd5b671b22054a3,21,21,1
58,5f3ba61e3fd5b671b2200198,5f3ba6223fd5b671b2205577,21,21,1
59,5f3ba61e3fd5b671b2200198,5f3ba6223fd5b671b2205586,21,21,1
60,5f3ba61e3fd5b671b2200198,5f3ba6213fd5b671b2205525,21,21,1
61,5f3ba61e3fd5b671b2200198,5f3ba6213fd5b671b2205552,21,21,1
62,5f3ba61e3fd5b671b22001c9,5f3ba6213fd5b671b22054a3,21,21,1
63,5f3ba61e3fd5b671b22001c9,5f3ba6223fd5b671b2205577,21,21,1
64,5f3ba61e3fd5b671b22001c9,5f3ba6223fd5b671b2205586,21,21,1
65,5f3ba61e3fd5b671b22001c9,5f3ba6213fd5b671b2205525,21,21,1
66,5f3ba61e3fd5b671b22001c9,5f3ba6213fd5b671b2205552,21,21,1
67,5f3ba61e3fd5b671b2200178,5f3ba6213fd5b671b22054a3,21,21,1
68,5f3ba61e3fd5b671b2200178,5f3ba6223fd5b671b2205577,21,21,1
69,5f3ba61e3fd5b671b2200178,5f3ba6223fd5b671b2205586,21,21,1
70,5f3ba61e3fd5b671b2200178,5f3ba6213fd5b671b2205525,21,21,1
71,5f3ba61e3fd5b671b2200178,5f3ba6213fd5b671b2205552,21,21,1
72,5f3ba61e3fd5b671b22001b7,5f3ba6223fd5b671b2205569,676,676,1
73,5f3ba61e3fd5b671b22001ba,5f3ba6213fd5b671b22054c4,149,149,1
74,5f3ba61e3fd5b671b22001ba,5f3ba6213fd5b671b22054e7,149,149,1
75,5f3ba61e3fd5b671b220019d,5f3ba6213fd5b671b22054c4,149,149,1
76,5f3ba61e3fd5b671b220019d,5f3ba6213fd5b671b22054e7,149,149,1
77,5f3ba61e3fd5b671b22001c1,5f3ba6213fd5b671b22054d2,106,106,1
78,5f3ba61e3fd5b671b22001c2,5f3ba6223fd5b671b22055e8,662,662,1
79,5f3ba61e3fd5b671b22001d7,5f3ba6213fd5b671b220550c,84,84,1
80,5f3ba61e3fd5b671b22001d7,5f3ba6223fd5b671b22055e2,84,84,1
81,5f3ba61e3fd5b671b22001d7,5f3ba6213fd5b671b220554e,84,84,1
82,5f3ba61e3fd5b671b22001d7,5f3ba6213fd5b671b22054fe,84,84,1
83,5f3ba61e3fd5b671b22001b5,5f3ba6213fd5b671b220550c,84,84,1
84,5f3ba61e3fd5b671b22001b5,5f3ba6223fd5b671b22055e2,84,84,1
85,5f3ba61e3fd5b671b22001b5,5f3ba6213fd5b671b220554e,84,84,1
86,5f3ba61e3fd5b671b22001b5,5f3ba6213fd5b671b22054fe,84,84,1
87,5f3ba61e3fd5b671b2200187,5f3ba6213fd5b671b220550c,84,84,1
88,5f3ba61e3fd5b671b2200187,5f3ba6223fd5b671b22055e2,84,84,1
89,5f3ba61e3fd5b671b2200187,5f3ba6213fd5b671b220554e,84,84,1
90,5f3ba61e3fd5b671b2200187,5f3ba6213fd5b671b22054fe,84,84,1
91,5f3ba61e3fd5b671b220015f,5f3ba6223fd5b671b2205595,34,34,1
92,5f3ba61e3fd5b671b2200162,5f3ba6213fd5b671b22054a6,88,88,1
93,5f3ba61e3fd5b671b2200162,5f3ba6213fd5b671b220555b,88,88,1
94,5f3ba61e3fd5b671b220016b,5f3ba6223fd5b671b220556c,14,14,1
95,5f3ba61e3fd5b671b220016b,5f3ba6213fd5b671b22054eb,14,14,1
96,5f3ba61e3fd5b671b220016b,5f3ba6213fd5b671b2205502,14,14,1
97,5f3ba61e3fd5b671b22001ce,5f3ba6223fd5b671b220556c,14,14,1
98,5f3ba61e3fd5b671b22001ce,5f3ba6213fd5b671b22054eb,14,14,1
99,5f3ba61e3fd5b671b22001ce,5f3ba6213fd5b671b2205502,14,14,1
100,5f3ba61e3fd5b671b220019c,5f3ba6223fd5b671b220556c,14,14,1
101,5f3ba61e3fd5b671b220019c,5f3ba6213fd5b671b22054eb,14,14,1
102,5f3ba61e3fd5b671b220019c,5f3ba6213fd5b671b2205502,14,14,1
103,5f3ba61e3fd5b671b22001d3,5f3ba6223fd5b671b220556c,14,14,1
104,5f3ba61e3fd5b671b22001d3,5f3ba6213fd5b671b22054eb,14,14,1
105,5f3ba61e3fd5b671b22001d3,5f3ba6213fd5b671b2205502,14,14,1
106,5f3ba61e3fd5b671b22001c3,5f3ba6223fd5b671b220556b,85,85,1
107,5f3ba61e3fd5b671b22001c3,5f3ba6213fd5b671b2205555,85,85,1
108,5f3ba61e3fd5b671b22001c3,5f3ba6213fd5b671b22054f0,85,85,1
109,5f3ba61e3fd5b671b22001cd,5f3ba6223fd5b671b220556b,85,85,1
110,5f3ba61e3fd5b671b22001cd,5f3ba6213fd5b671b2205555,85,85,1
111,5f3ba61e3fd5b671b22001cd,5f3ba6213fd5b671b22054f0,85,85,1
112,5f3ba61e3fd5b671b22001c8,5f3ba6223fd5b671b220556b,85,85,1
113,5f3ba61e3fd5b671b22001c8,5f3ba6213fd5b671b2205555,85,85,1
114,5f3ba61e3fd5b671b22001c8,5f3ba6213fd5b671b22054f0,85,85,1
115,5f3ba61e3fd5b671b2200160,5f3ba6223fd5b671b220556b,85,85,1
116,5f3ba61e3fd5b671b2200160,5f3ba6213fd5b671b2205555,85,85,1
