,MPN_Liste_TruncateBegin20,EAN_Liste_TruncateBegin20,Produktname_dic3,Modell_Liste_3g,Digital_zoom_NumMaxProz30,optischer_zoom_NumMaxProz30,Breite_NumMaxProz30,Höhe_NumMaxProz30,Gewicht_NumMaxProz30,Sensortyp_Jaccard3,is_match
0,2,2,0.3548387096774194,0.2222222222222222,2.0,2.0,2,2,2,0.1,0.0
1,2,2,0.3548387096774194,0.2222222222222222,2.0,2.0,2,2,2,0.1,0.0
2,2,2,0.3548387096774194,0.2222222222222222,2.0,2.0,2,2,2,0.1,0.0
3,2,2,0.4150943396226415,0.2222222222222222,2.0,2.0,2,2,2,2.0,0.0
4,2,2,0.4150943396226415,0.2222222222222222,2.0,2.0,2,2,2,2.0,0.0
5,2,2,0.4150943396226415,0.2222222222222222,2.0,2.0,2,2,2,2.0,0.0
6,2,2,0.5116279069767442,0.2,2.0,2.0,2,2,2,0.1,0.0
7,2,2,0.5116279069767442,0.2,2.0,2.0,2,2,2,0.1,0.0
8,2,2,0.5116279069767442,0.2,2.0,2.0,2,2,2,0.1,0.0
9,2,2,1.0,1.0,2.0,2.0,2,2,2,1.0,1.0
10,2,2,0.8837209302325582,0.25,2.0,2.0,2,2,2,2.0,0.0
11,2,2,0.3,0.1666666666666666,2.0,2.0,2,2,2,2.0,0.0
12,2,2,0.5614035087719298,0.1666666666666666,2.0,2.0,2,2,2,2.0,0.0
13,2,2,1.0,1.0,2.0,2.0,2,2,2,1.0,1.0
14,2,2,1.0,1.0,2.0,2.0,2,2,2,1.0,1.0
15,2,2,0.4489795918367347,0.2,2.0,2.0,2,2,2,2.0,0.0
16,2,2,0.2040816326530612,0.0,2.0,2.0,2,2,2,2.0,0.0
17,2,2,0.2040816326530612,0.0,2.0,2.0,2,2,2,2.0,0.0
18,2,2,0.2040816326530612,0.0,2.0,2.0,2,2,2,2.0,0.0
19,2,2,1.0,1.0,2.0,2.0,2,2,2,1.0,1.0
20,2,2,1.0,1.0,2.0,2.0,2,2,2,1.0,1.0
21,2,2,1.0,1.0,2.0,2.0,2,2,2,1.0,1.0
22,2,2,1.0,1.0,2.0,2.0,2,2,2,2.0,1.0
23,2,2,1.0,1.0,2.0,2.0,2,2,2,2.0,1.0
24,2,2,1.0,1.0,2.0,2.0,2,2,2,2.0,1.0
25,2,2,0.430379746835443,0.1666666666666666,0.0,2.0,2,2,2,2.0,0.0
26,2,2,0.430379746835443,0.1666666666666666,0.0,2.0,2,2,2,2.0,0.0
27,2,2,0.7083333333333334,0.3333333333333333,2.0,2.0,2,2,2,1.0,0.0
28,2,2,0.7083333333333334,0.3333333333333333,2.0,2.0,2,2,2,1.0,0.0
29,2,2,0.430379746835443,0.1666666666666666,0.0,2.0,2,2,2,2.0,0.0
30,2,2,0.430379746835443,0.1666666666666666,0.0,2.0,2,2,2,2.0,0.0
31,2,2,0.6153846153846154,0.1428571428571428,2.0,2.0,2,2,2,2.0,0.0
32,2,2,0.6153846153846154,0.1428571428571428,2.0,2.0,2,2,2,2.0,0.0
33,2,2,0.631578947368421,0.125,2.0,2.0,2,2,2,2.0,0.0
34,2,2,0.5641025641025641,0.1428571428571428,2.0,2.0,2,2,2,2.0,0.0
35,2,2,0.631578947368421,0.125,2.0,2.0,2,2,2,2.0,0.0
36,2,2,0.5531914893617021,1.0,2.0,2.0,2,2,2,0.375,1.0
37,2,2,0.4651162790697674,0.1111111111111111,2.0,2.0,2,2,2,2.0,0.0
38,2,2,0.4651162790697674,0.1111111111111111,2.0,2.0,2,2,2,2.0,0.0
39,2,2,0.5,0.125,2.0,2.0,2,2,2,0.1,0.0
40,2,2,0.5,0.125,2.0,2.0,2,2,2,0.1,0.0
41,2,2,0.4444444444444444,0.1111111111111111,2.0,2.0,2,2,2,2.0,0.0
42,2,2,0.4444444444444444,0.1111111111111111,2.0,2.0,2,2,2,2.0,0.0
43,2,2,0.4651162790697674,0.1111111111111111,2.0,2.0,2,2,2,2.0,0.0
44,2,2,0.4651162790697674,0.1111111111111111,2.0,2.0,2,2,2,2.0,0.0
45,2,2,0.5,0.125,2.0,2.0,2,2,2,2.0,0.0
46,2,2,0.5,0.125,2.0,2.0,2,2,2,2.0,0.0
47,2,2,0.6521739130434783,0.6666666666666666,2.0,2.0,2,2,2,1.0,0.0
48,2,2,0.6521739130434783,0.6666666666666666,2.0,2.0,2,2,2,1.0,0.0
49,2,2,0.425531914893617,0.125,2.0,2.0,2,2,2,0.1,0.0
50,2,2,0.425531914893617,0.125,2.0,2.0,2,2,2,0.1,0.0
51,2,2,0.3846153846153846,0.125,2.0,2.0,2,2,2,1.0,0.0
52,2,2,0.3846153846153846,0.125,2.0,2.0,2,2,2,1.0,0.0
53,2,2,0.4651162790697674,0.1111111111111111,2.0,2.0,2,2,2,2.0,0.0
54,2,2,0.4651162790697674,0.1111111111111111,2.0,2.0,2,2,2,2.0,0.0
55,2,2,0.5,0.125,2.0,2.0,2,2,2,0.1,0.0
56,2,2,0.5,0.125,2.0,2.0,2,2,2,0.1,0.0
57,2,2,0.4651162790697674,0.125,2.0,2.0,2,2,2,2.0,0.0
58,2,2,0.4651162790697674,0.125,2.0,2.0,2,2,2,2.0,0.0
59,2,2,1.0,1.0,2.0,2.0,2,2,2,1.0,1.0
60,2,2,1.0,1.0,2.0,2.0,2,2,2,1.0,1.0
61,2,2,1.0,1.0,2.0,2.0,2,2,2,1.0,1.0
62,2,2,0.8571428571428571,0.0,2.0,2.0,2,2,2,2.0,0.0
63,2,2,0.2272727272727272,0.0,2.0,2.0,2,2,2,2.0,0.0
64,2,2,0.2272727272727272,0.0,2.0,2.0,2,2,2,2.0,0.0
65,2,2,0.2272727272727272,0.0,2.0,2.0,2,2,2,2.0,0.0
66,2,2,0.2325581395348837,0.0,2.0,2.0,2,2,2,2.0,0.0
67,2,2,0.4705882352941176,0.0,2.0,2.0,2,2,2,2.0,0.0
68,2,2,0.7586206896551724,1.0,2.0,2.0,2,2,2,2.0,1.0
69,2,2,0.5333333333333333,0.0,2.0,2.0,2,2,2,2.0,0.0
70,2,2,0.8,0.0,2.0,2.0,2,2,2,2.0,0.0
71,2,2,0.4705882352941176,0.0,2.0,2.0,2,2,2,2.0,0.0
72,2,2,0.7586206896551724,1.0,2.0,2.0,2,2,2,2.0,1.0
73,2,2,0.8,1.0,2.0,2.0,2,2,2,0.3333333333333333,1.0
74,2,2,0.64,0.0,2.0,2.0,2,2,2,0.125,0.0
75,2,2,0.4571428571428571,0.0,2.0,2.0,2,2,2,0.3333333333333333,0.0
76,2,2,0.5333333333333333,0.0,2.0,2.0,2,2,2,0.125,0.0
77,2,2,0.3243243243243243,0.3333333333333333,2.0,2.0,2,2,2,2.0,0.0
78,2,2,0.3243243243243243,0.3333333333333333,2.0,2.0,2,2,2,2.0,0.0
79,2,2,0.3243243243243243,0.3333333333333333,2.0,2.0,2,2,2,2.0,0.0
80,2,2,0.3243243243243243,0.25,2.0,2.0,2,2,2,2.0,0.0
81,2,2,0.3243243243243243,0.25,2.0,2.0,2,2,2,2.0,0.0
82,2,2,0.3243243243243243,0.25,2.0,2.0,2,2,2,2.0,0.0
83,2,2,0.3243243243243243,0.3333333333333333,2.0,2.0,2,2,2,2.0,0.0
84,2,2,0.3243243243243243,0.3333333333333333,2.0,2.0,2,2,2,2.0,0.0
85,2,2,0.3243243243243243,0.3333333333333333,2.0,2.0,2,2,2,2.0,0.0
86,2,2,0.5517241379310345,0.3333333333333333,2.0,2.0,2,2,2,1.0,0.0
87,2,2,0.5517241379310345,0.3333333333333333,2.0,2.0,2,2,2,1.0,0.0
